name,phones
MSP-IMPROV-S01A-F04-P-FM05,aɪ b iː t l d ɪ n l ɔ ŋ ɡ ə aɪ l ɡ oʊ ɡ aʊ ʌ ɡ aɪ ɡ ɛ s aɪ k æ n l aɪ k ɹ ᵻ s p ɑː n d t uː ð æ t 
MSP-IMPROV-S01A-F04-P-FM06,h aʊ d ɛɹ j uː s ə dʒ ɛ s t ð æ t aɪ s k ɪ p k l æ s 
MSP-IMPROV-S01A-F04-P-FM07,aɪ t iː w ʌ z n aɪ s t uː ɡ ɪ v h ɪ m æ ɾ aɪ t iː t uː w ɛ n h iː dʒ ʌ s t m ɛ t 
MSP-IMPROV-S01A-F04-P-MF01,ɪ z ð æ t k ɑː n ə ð ə s t æ ɾ ɪ k æ n uː v iə p ɹ ɑː b l ə m oʊ 
MSP-IMPROV-S01A-F04-P-MF02,ɹ ᵻ d i 
MSP-IMPROV-S01A-F04-P-MF03,
MSP-IMPROV-S01A-F04-S-FM01,h aʊ k æ n aɪ n oʊ aɪ t iː 
MSP-IMPROV-S01A-F04-S-FM02,oʊ k eɪ dʒ ʌ s t b ɪ k ʌ z j uː d oʊ n t ɡ oʊ t uː k l æ s d ʌ z aɪ t iː m iː n ð æ t aɪ k æ n l aɪ k s ɑː m l i s k ɪ p h aʊ k æ n aɪ n ɑː t 
MSP-IMPROV-S01A-F04-S-FM03,oʊ k eɪ dʒ ʌ s t b ɪ k ʌ z j uː s k ɪ p k l æ s d ʌ z ə n t m iː n aɪ s oʊ n l i ʃ ʊ d aɪ d oʊ n t n oʊ w aɪ j uː w ʊ d s ə dʒ ɛ s t ð æ t 
MSP-IMPROV-S01A-F04-S-MF01,ɪ t s n oʊ p ɹ ɑː b l ə m t uː s k ɪ p k l æ s ɔ n ɡ l æ s 
MSP-IMPROV-S01A-F04-T-FM01,h aʊ k æ n aɪ n ɑː t 
MSP-IMPROV-S01A-F05-P-FM01,h æ v ə n t w iː aɪ d oʊ n t n oʊ w ɪ tʃ w ʌ n w ʌ z w ɪ tʃ ʌ v j uː ɛ s w ɑː 
MSP-IMPROV-S01A-F05-P-FM02,oʊ m aɪ ɡ ɑː d 
MSP-IMPROV-S01A-F05-P-FM03,iː ð ɚ w eɪ aɪ k æ n b iː j iː d uː j uː w ɔ n t t uː b iː b iː ð ɛ n ɔːɹ d uː j uː k ɛɹ 
MSP-IMPROV-S01A-F05-P-FM04,h æ m s ɑː m d uː w iː s t ɑːɹ t æ ɾ ɛ n i t aɪ m æ m 
MSP-IMPROV-S01A-F05-P-FM05,æ ɡ ɐ n iː ɡ oʊ t iː ɡ ɑː l ɐ b aɪ ɡ ɹ ɪ ɡ d ɹ eɪ l ɪ ŋ ɹ ɪ k ɪ t ɑː m i w ʌ t ɪ z ð ə s ɛ n t ə n s ɐ ɡ ɛ n 
MSP-IMPROV-S01A-F05-P-FM06,d uː j uː w ɔ n t oʊ s iː w ʌ t j uː n oʊ 
MSP-IMPROV-S01A-F05-P-FM07,w iː k æ n dʒ ʌ s t ɹ iː d oʊ aɪ t iː ɛɹ 
MSP-IMPROV-S01A-F05-P-FM17,aɪ d oʊ n t aɪ n iː d t uː t eɪ k n oʊ t s ɔː ɹ aɪ k æ n t l ɜː n ð ə m ə t ɪ ɹ i əl oʊ k eɪ ɪ z ð æ t ɡ ʊ d 
MSP-IMPROV-S01A-F05-P-MF01,v iː ɡ ə n ɪ z ə m t ɑː k oʊ b ɛ l s k w ɛɹ s ɜː k əl ɡ ɪ n i p ɪ ɡ dʒ ɛ l ɪ f ɪ ʃ k aʊ tʃ s iː l ɪ ŋ n oʊ z aɪ b ɔː l f ɹ ɑː l ɪ k əl p ə ɹ ɛ n iə m ɛ l b oʊ 
MSP-IMPROV-S01A-F05-P-MF02,ɪ l dʒ ɑːɹ ɡ ə n t ɪ n 
MSP-IMPROV-S01A-F05-P-MF03,æ m s oʊ ð ə θ iə ɹ i ʌ v b l æ k h oʊ l z s t eɪ t s ð æ t θ ɪ ŋ z k ʊ d s ʌ k ɪ n t ʊ ð ɛ m æ n d d ɪ s ɐ p ɪɹ f ɚ ɹ ɛ v ɚ æ n d w iː d oʊ n t n oʊ w aɪ m aɪ t b iː w ɜː m h oʊ l z w iː d oʊ n t ɹ iə l i n oʊ d ʌ b z 
MSP-IMPROV-S01A-F05-P-MF04,tʃ ɪ k ɪ n z h ɐ v b ɪ n n oʊ n t uː ɐ t ɛ m p t t uː f l aɪ b ʌ t ð eɪ j uː ʒ uː əl i f eɪ l æ n d f ɔː l t uː ð ɛɹ d ɛ θ s ɪ s p ɛ ʃ əl i ɪ n l ɛ m ɪ ŋ ɛ ɹ iə z ʌ v s ɚ v aɪ v əl 
MSP-IMPROV-S01A-F05-R-FF01,h aʊ k æ n aɪ n ɑː t 
MSP-IMPROV-S01A-F05-S-FM01,t ɜː b iː l dʒ æ k 
MSP-IMPROV-S01A-F05-S-FM02,ʌ v k l æ s 
MSP-IMPROV-S01A-F05-S-FM03,j iː ɪ t s ɐ eɪ t f ɔːɹ ɾ i f aɪ v 
MSP-IMPROV-S01A-F05-S-FM04,j ɛ s aɪ h æ v t uː ɡ oʊ 
MSP-IMPROV-S01A-F05-S-FM05,b ɪ k ʌ z aɪ w ɔ n t ɐ ɡ ʊ d ɡ ɹ eɪ d ɪ n m aɪ k l æ s w ɛ l 
MSP-IMPROV-S01A-F05-S-FM06,ɪ t s n ɑː t ɡ ʊ d ɪ n ʌ f 
MSP-IMPROV-S01A-F05-S-FM07,aɪ ɐ m t ɹ aɪ ɪ ŋ t uː d uː w ɛ l t uː p ʊ l m aɪ dʒ iː p iː ɐ ʌ p b ɪ k ʌ z iə m f eɪ l ɪ ŋ k æ l k j ʊ l ə s 
MSP-IMPROV-S01A-F05-S-FM08,n oʊ ɪ t s n ɑː t 
MSP-IMPROV-S01A-F05-S-FM09,w ɛ l aɪ l aɪ d 
MSP-IMPROV-S01A-F05-S-FM10,s oʊ ɛ n ɪ w eɪ aɪ ɡ ɛ s aɪ m ɡ oʊ ɪ ŋ t uː k l æ s aɪ l b iː b æ k l eɪ ɾ ɚ ɹ aɪ m aɪ t h ɐ v t uː ɡ ɛ t s ʌ m k ɔ f i ð oʊ 
MSP-IMPROV-S01A-F05-S-FM11,h aʊ k æ n aɪ n ɑː t 
MSP-IMPROV-S01A-F05-S-FM12,aɪ m ɡ ɛ ɾ ɪ ŋ k oʊ f iː f ɹ ʌ m ð ə f ɹ ɪ dʒ aɪ l b iː b æ k t uː n aɪ t aɪ n oʊ j uː l s t ɪ l b iː ɐ s l iː p b ɪ k ʌ z j ʊ ɹ ɔː l w eɪ z ɐ s l iː p w ɛ n aɪ k ʌ m b æ k 
MSP-IMPROV-S01A-F05-S-FM13,dʒ ɑː n ɪ z ə n t t eɪ k ɪ ŋ n oʊ t s f ɔːɹ m iː ð ɪ s m ɔːɹ n ɪ ŋ s oʊ aɪ h æ v t uː ɡ oʊ t uː k ɛ m ɪ s t ɹ i 
MSP-IMPROV-S01A-F05-S-FM14,b ɪ k ʌ z ð ə t ɛ s t ɪ z ɔ n f ɹ aɪ d eɪ 
MSP-IMPROV-S01A-F05-S-FM15,aɪ n oʊ j uː d oʊ n t k ɛ ɹ ɐ b aʊ t j ʊɹ ɡ ɹ eɪ d z b ʌ t aɪ d uː 
MSP-IMPROV-S01A-F05-S-FM16,ɡ oʊ 
MSP-IMPROV-S01A-F05-S-MF01,j uː l ʊ k t aɪɚ d 
MSP-IMPROV-S01A-F05-S-MF02,w aɪ d oʊ n t j uː dʒ ʌ s t k ʌ m b æ k t uː b ɛ d æ n d w ɜː k ɐ t w ɪ l k ʌ ɾ əl ʌ n t ɪ l j ʊ ɹ æ f t ɚ n uː n k l æ s 
MSP-IMPROV-S01A-F05-S-MF03,ð æ t s n ɑː t n aʊ 
MSP-IMPROV-S01A-F05-S-MF04,s oʊ ɪ t s t ɑː ɹ ᵻ v j uː j uː v ɔː l ɹ ɛ d i s iː n ð ə m ə t ɪ ɹ i əl d oʊ n t ɡ oʊ 
MSP-IMPROV-S01A-F05-T-FM01,h aʊ k æ n aɪ n ɑː t 
MSP-IMPROV-S01A-F06-P-FM01,n oʊ h aʊ h aʊ k æ n aɪ aɪ m s ɑː ɹ i n oʊ n oʊ aɪ dʒ ʌ s t k ə m p l iː t l i 
MSP-IMPROV-S01A-F06-P-FM02,ð ə 
MSP-IMPROV-S01A-F06-P-FM03,s iː 
MSP-IMPROV-S01A-F06-P-MF01,j uː p ɛ k k ɑː n ɚ 
MSP-IMPROV-S01A-F06-P-MF02,k eɪ 
MSP-IMPROV-S01A-F06-P-MF03,ɐ oʊ dʒ ɚ 
MSP-IMPROV-S01A-F06-R-FF01,h aʊ k æ n aɪ n ɑː t 
MSP-IMPROV-S01A-F06-S-FM01,oʊ m aɪ ɡ ɑː d w ʌ t t aɪ m ɪ z aɪ t iː 
MSP-IMPROV-S01A-F06-S-FM02,oʊ m aɪ ɡ ɑː ʃ m aɪ k l æ s s t ɑːɹ ɾ ᵻ d θ ɜː ɾ i m ɪ n ɪ t s ɐ ɡ oʊ aɪ v ɡ ɑː t t uː ɡ ɛ t ɹ ɛ d i t uː ɡ oʊ 
MSP-IMPROV-S01A-F06-S-FM03,oʊ m aɪ ɡ ɑː d w ʌ t t aɪ m ɪ z aɪ t iː 
MSP-IMPROV-S01A-F06-S-FM04,oʊ m aɪ ɡ ɑː ʃ m aɪ k l æ s s t ɑːɹ ɾ ᵻ d f ɪ f t iː n m ɪ n ɪ t s ɐ ɡ oʊ aɪ v ɡ ɑː t t uː ɡ oʊ t uː k l æ s 
MSP-IMPROV-S01A-F06-S-MF01,h eɪ k ɑː n ɚ w ʌ t s ʌ p 
MSP-IMPROV-S01A-F06-S-MF02,w aɪ d oʊ n t j uː dʒ ʌ s t s k ɪ p ɪ n 
MSP-IMPROV-S01A-F06-S-MF03,dʒ ʌ s t d oʊ n t ɡ oʊ t uː k æ s 
MSP-IMPROV-S01A-F06-T-FM01,h aʊ k æ n aɪ n ɑː t 
MSP-IMPROV-S01A-M01-P-FM01,w ɜː ɹ i ʌ m aɪ ɡ ɛ s w ɜː ɹ ᵻ v ɜː s əl ɑːɹ ɹ ə ɪ l k ɑː m ɛ n t n iː n oʊ j uː d ɑː n t l ʊ k s oʊ ɡ ʊ d æ n d ð ɛ n j uː l m ɛ n ʃ ə n j uː v k l æ s æ n d aɪ l s eɪ j uː n oʊ ɪ t s dʒ ʌ s t w ʌ n k l æ s j uː ʃ ʊ d s k ɪ p aɪ t iː d oʊ n t w ʌ ɹ i 
MSP-IMPROV-S01A-M01-P-FM02,b iː ɪ ŋ æ ŋ ɡ ɹ i w ɪ ð h ɪ z s t ɹ eɪ t f eɪ s ɪ z d ɪ f ɪ k əl t 
MSP-IMPROV-S01A-M01-P-MF01,oʊ k eɪ oʊ aɪ m s eɪ ɪ ŋ ð ə t ɑːɹ ɡ ɪ t s ɛ n t ə n s h aʊ k æ n aɪ n ɑː t oʊ k eɪ 
MSP-IMPROV-S01A-M01-P-MF02,iː s s oʊ l aɪ k d aɪ n ɪ ŋ h ɔː l æ n d w ɪɹ t ɔː k ɪ ŋ æ n d d ɔɪ uː s iː aɪ d oʊ n t f iː l l ɪ k ɡ oʊ ɪ ŋ k l æ s i h æ b ɪ t w iː s k ɪ p æ m æ n d aɪ ɡ ɛ s aɪ w ʊ d s eɪ w aɪ d ɔɪ aʊ n oʊ w aɪ j uː w ɔ n t s k ɪ p 
MSP-IMPROV-S01A-M01-P-MF03,ɐ ʃ æ l s t ɑːɹ t 
MSP-IMPROV-S01A-M01-R-MM01,h aʊ k æ n aɪ n aɪ t 
MSP-IMPROV-S01A-M01-S-FM01,oʊ h eɪ j uː d oʊ n t l ʊ k s oʊ ɡ ʊ d l ʊ k p ɹ ɪ ɾ i t aɪɚ d 
MSP-IMPROV-S01A-M01-S-FM02,w ɛ l aɪ m iː n j uː ʃ ʊ d dʒ ʌ s t p ɹ ɑː b ə b l i s k ɪ p ð ɪ s k l æ s d oʊ n t w ʌ ɹ i ɐ b aʊ t aɪ t iː aɪ k æ n t 
MSP-IMPROV-S01A-M01-S-FM03,oʊ j uː l ʊ k ɹ iə l i t aɪɚ d aɪ dʒ ʌ s t f ɪ ɡ j ɚ ð æ t j uː n oʊ m eɪ b iː m ɪ s ɪ ŋ w ʌ n k l æ s w ʊ d ə n t b iː s ʌ tʃ ɐ b ɪ ɡ d iː l n oʊ aɪ t iː ɪ s t ɹ iː ə l i 
MSP-IMPROV-S01A-M01-S-FM04,aɪ t iː b iː ɪ f j uː s eɪ s oʊ b ʌ t aɪ l ɹ iə l i w ʌ ɹ i ɐ b aʊ t j ʊɹ h ɛ l θ 
MSP-IMPROV-S01A-M01-S-FM05,h eɪ j uː d oʊ n t l ʊ k s oʊ ɡ ʊ d w ʌ t s ʌ p aɪ m s oʊ t aɪɚ d 
MSP-IMPROV-S01A-M01-S-FM06,w ɛ l ð ɛ n d oʊ n t ɪ t s dʒ ʌ s t w ʌ n k l æ s d oʊ n t w ʌ ɹ i ɐ b aʊ t aɪ t iː 
