name,label
MSP-IMPROV-S01A-M02-P-MF01,happiness
MSP-IMPROV-S01A-M02-R-MM01,unknown
MSP-IMPROV-S01A-M02-S-FM01,neutral
MSP-IMPROV-S01A-M02-S-FM02,neutral
MSP-IMPROV-S01A-M02-S-MF01,neutral
MSP-IMPROV-S01A-M02-S-MF02,neutral
MSP-IMPROV-S01A-M02-S-MF03,neutral
MSP-IMPROV-S01A-M02-T-MF01,anger
MSP-IMPROV-S01A-M03-P-FM01,happiness
MSP-IMPROV-S01A-M03-P-FM02,neutral
MSP-IMPROV-S01A-M03-P-FM03,happiness
MSP-IMPROV-S01A-M03-P-MF01,happiness
MSP-IMPROV-S01A-M03-P-MF02,neutral
MSP-IMPROV-S01A-M03-P-MF03,happiness
MSP-IMPROV-S01A-M03-P-MF04,neutral
MSP-IMPROV-S01A-M03-R-MM01,anger
MSP-IMPROV-S01A-M03-S-FM01,unknown
MSP-IMPROV-S01A-M03-S-FM02,neutral
MSP-IMPROV-S01A-M03-S-FM03,neutral
MSP-IMPROV-S01A-M03-S-FM04,neutral
MSP-IMPROV-S01A-M03-S-FM05,neutral
MSP-IMPROV-S01A-M03-S-FM06,neutral
MSP-IMPROV-S01A-M03-S-FM07,neutral
MSP-IMPROV-S01A-M03-S-FM08,unknown
MSP-IMPROV-S01A-M03-S-FM09,neutral
MSP-IMPROV-S01A-M03-S-MF01,happiness
MSP-IMPROV-S01A-M03-S-MF02,neutral
MSP-IMPROV-S01A-M03-S-MF03,neutral
MSP-IMPROV-S01A-M03-S-MF04,neutral
MSP-IMPROV-S01A-M03-S-MF05,neutral
MSP-IMPROV-S01A-M03-S-MF06,neutral
MSP-IMPROV-S01A-M03-S-MF07,neutral
MSP-IMPROV-S01A-M03-T-MF01,neutral
MSP-IMPROV-S01A-M04-P-FM01,neutral
MSP-IMPROV-S01A-M04-P-FM02,neutral
MSP-IMPROV-S01A-M04-P-FM03,neutral
MSP-IMPROV-S01A-M04-P-FM04,neutral
MSP-IMPROV-S01A-M04-P-FM05,neutral
MSP-IMPROV-S01A-M04-P-FM06,neutral
MSP-IMPROV-S01A-M04-P-FM07,neutral
MSP-IMPROV-S01A-M04-P-FM08,happiness
MSP-IMPROV-S01A-M04-P-FM09,neutral
MSP-IMPROV-S01A-M04-P-FM10,neutral
MSP-IMPROV-S01A-M04-P-FM11,happiness
MSP-IMPROV-S01A-M04-P-FM12,neutral
MSP-IMPROV-S01A-M04-P-MF01,neutral
MSP-IMPROV-S01A-M04-P-MF02,neutral
MSP-IMPROV-S01A-M04-P-MF03,neutral
MSP-IMPROV-S01A-M04-S-FM01,neutral
MSP-IMPROV-S01A-M04-S-FM02,neutral
MSP-IMPROV-S01A-M04-S-FM03,neutral
MSP-IMPROV-S01A-M04-S-MF01,anger
MSP-IMPROV-S01A-M04-T-MF01,anger
MSP-IMPROV-S01A-M05-P-FM01,happiness
MSP-IMPROV-S01A-M05-P-FM02,neutral
MSP-IMPROV-S01A-M05-P-FM03,neutral
MSP-IMPROV-S01A-M05-P-FM04,neutral
MSP-IMPROV-S01A-M05-P-FM05,neutral
MSP-IMPROV-S01A-M05-P-FM06,happiness
MSP-IMPROV-S01A-M05-P-FM07,happiness
MSP-IMPROV-S01A-M05-P-FM08,happiness
MSP-IMPROV-S01A-M05-P-FM09,happiness
MSP-IMPROV-S01A-M05-P-FM10,neutral
MSP-IMPROV-S01A-M05-P-FM14,happiness
MSP-IMPROV-S01A-M05-P-FM15,happiness
MSP-IMPROV-S01A-M05-P-MF01,happiness
MSP-IMPROV-S01A-M05-P-MF02,happiness
MSP-IMPROV-S01A-M05-P-MF03,happiness
MSP-IMPROV-S01A-M05-P-MF04,neutral
MSP-IMPROV-S01A-M05-P-MF05,happiness
MSP-IMPROV-S01A-M05-P-MF06,happiness
MSP-IMPROV-S01A-M05-P-MF07,neutral
MSP-IMPROV-S01A-M05-P-MF08,neutral
MSP-IMPROV-S01A-M05-S-FM01,neutral
MSP-IMPROV-S01A-M05-S-FM02,neutral
MSP-IMPROV-S01A-M05-S-FM03,unknown
MSP-IMPROV-S01A-M05-S-FM04,neutral
MSP-IMPROV-S01A-M05-S-FM05,neutral
MSP-IMPROV-S01A-M05-S-FM06,neutral
MSP-IMPROV-S01A-M05-S-FM07,neutral
MSP-IMPROV-S01A-M05-S-FM08,happiness
MSP-IMPROV-S01A-M05-S-FM09,happiness
MSP-IMPROV-S01A-M05-S-FM10,neutral
MSP-IMPROV-S01A-M05-S-FM11,neutral
MSP-IMPROV-S01A-M05-S-FM12,other
MSP-IMPROV-S01A-M05-S-FM13,neutral
MSP-IMPROV-S01A-M05-S-MF01,neutral
MSP-IMPROV-S01A-M05-S-MF02,neutral
MSP-IMPROV-S01A-M05-S-MF03,neutral
MSP-IMPROV-S01A-M05-S-MF04,neutral
MSP-IMPROV-S01A-M05-T-MF01,happiness
MSP-IMPROV-S01A-M06-P-FM01,happiness
MSP-IMPROV-S01A-M06-P-FM02,neutral
MSP-IMPROV-S01A-M06-P-FM03,unknown
MSP-IMPROV-S01A-M06-P-MF01,neutral
MSP-IMPROV-S01A-M06-P-MF02,neutral
MSP-IMPROV-S01A-M06-P-MF03,happiness
MSP-IMPROV-S01A-M06-S-FM01,unknown
MSP-IMPROV-S01A-M06-S-FM02,neutral
MSP-IMPROV-S01A-M06-S-FM03,happiness
MSP-IMPROV-S01A-M06-S-FM04,other
MSP-IMPROV-S01A-M06-S-FM05,neutral
MSP-IMPROV-S01A-M06-S-FM06,unknown
MSP-IMPROV-S01A-M06-S-MF01,neutral
MSP-IMPROV-S01A-M06-S-MF02,anger
MSP-IMPROV-S01A-M06-T-MF01,anger
MSP-IMPROV-S01H-F01-P-FM01,unknown
MSP-IMPROV-S01H-F01-P-FM02,happiness
MSP-IMPROV-S01H-F01-P-FM03,neutral
MSP-IMPROV-S01H-F01-P-MF01,happiness
MSP-IMPROV-S01H-F01-S-FM01,happiness
MSP-IMPROV-S01H-F01-S-FM02,happiness
MSP-IMPROV-S01H-F01-S-MF01,happiness
MSP-IMPROV-S01H-F01-S-MF02,happiness
MSP-IMPROV-S01H-F01-S-MF03,happiness
MSP-IMPROV-S01H-F01-S-MF04,happiness
MSP-IMPROV-S01H-F01-S-MF05,happiness
MSP-IMPROV-S01H-F01-T-FM01,happiness
MSP-IMPROV-S01H-F02-P-FM01,neutral
MSP-IMPROV-S01H-F02-P-MF01,neutral
MSP-IMPROV-S01H-F02-P-MF02,happiness
MSP-IMPROV-S01H-F02-R-FF01,happiness
MSP-IMPROV-S01H-F02-S-FM01,happiness
MSP-IMPROV-S01H-F02-S-FM02,happiness
MSP-IMPROV-S01H-F02-S-FM03,happiness
MSP-IMPROV-S01H-F02-S-FM04,happiness
MSP-IMPROV-S01H-F02-S-FM05,happiness
MSP-IMPROV-S01H-F02-S-MF01,happiness
MSP-IMPROV-S01H-F02-S-MF02,happiness
MSP-IMPROV-S01H-F02-S-MF03,happiness
MSP-IMPROV-S01H-F02-T-FM01,happiness
MSP-IMPROV-S01H-F03-P-FM01,happiness
MSP-IMPROV-S01H-F03-P-FM02,happiness
MSP-IMPROV-S01H-F03-P-FM03,happiness
MSP-IMPROV-S01H-F03-P-FM04,happiness
MSP-IMPROV-S01H-F03-P-FM05,happiness
MSP-IMPROV-S01H-F03-P-MF01,neutral
MSP-IMPROV-S01H-F03-P-MF02,neutral
MSP-IMPROV-S01H-F03-P-MF03,happiness
MSP-IMPROV-S01H-F03-P-MF04,happiness
MSP-IMPROV-S01H-F03-P-MF05,happiness
MSP-IMPROV-S01H-F03-P-MF06,happiness
MSP-IMPROV-S01H-F03-P-MF07,happiness
MSP-IMPROV-S01H-F03-R-FF01,happiness
MSP-IMPROV-S01H-F03-S-FM01,happiness
MSP-IMPROV-S01H-F03-S-FM02,anger
MSP-IMPROV-S01H-F03-S-FM03,happiness
MSP-IMPROV-S01H-F03-S-FM04,happiness
MSP-IMPROV-S01H-F03-S-MF01,neutral
MSP-IMPROV-S01H-F03-S-MF02,happiness
MSP-IMPROV-S01H-F03-S-MF03,other
MSP-IMPROV-S01H-F03-T-FM01,anger
MSP-IMPROV-S01H-F04-P-FM01,neutral
MSP-IMPROV-S01H-F04-P-FM02,happiness
MSP-IMPROV-S01H-F04-P-FM03,happiness
MSP-IMPROV-S01H-F04-P-FM04,happiness
MSP-IMPROV-S01H-F04-P-FM05,happiness
MSP-IMPROV-S01H-F04-P-FM06,happiness
MSP-IMPROV-S01H-F04-P-FM07,happiness
MSP-IMPROV-S01H-F04-P-FM08,happiness
MSP-IMPROV-S01H-F04-P-MF01,happiness
MSP-IMPROV-S01H-F04-S-FM01,happiness
MSP-IMPROV-S01H-F04-S-FM02,happiness
MSP-IMPROV-S01H-F04-S-FM03,happiness
MSP-IMPROV-S01H-F04-S-FM04,happiness
MSP-IMPROV-S01H-F04-S-FM05,happiness
MSP-IMPROV-S01H-F04-S-MF01,happiness
MSP-IMPROV-S01H-F04-S-MF02,happiness
MSP-IMPROV-S01H-F04-T-FM01,happiness
MSP-IMPROV-S01H-F05-P-FM03,happiness
MSP-IMPROV-S01H-F05-R-FF01,happiness
MSP-IMPROV-S01H-F05-S-FM01,happiness
MSP-IMPROV-S01H-F05-S-FM02,happiness
MSP-IMPROV-S01H-F05-S-MF01,happiness
MSP-IMPROV-S01H-F05-T-FM01,happiness
MSP-IMPROV-S01H-F06-P-MF01,happiness
MSP-IMPROV-S01H-F06-R-FF01,happiness
MSP-IMPROV-S01H-F06-S-FM01,happiness
MSP-IMPROV-S01H-F06-S-FM02,happiness
MSP-IMPROV-S01H-F06-S-FM03,happiness
MSP-IMPROV-S01H-F06-S-MF01,neutral
MSP-IMPROV-S01H-F06-S-MF02,neutral
MSP-IMPROV-S01H-F06-S-MF03,happiness
MSP-IMPROV-S01H-F06-S-MF04,happiness
MSP-IMPROV-S01H-F06-S-MF05,happiness
MSP-IMPROV-S01H-F06-T-FM01,happiness
MSP-IMPROV-S01H-M01-P-FM01,happiness
MSP-IMPROV-S01H-M01-R-MM01,happiness
MSP-IMPROV-S01H-M01-S-FM01,happiness
MSP-IMPROV-S01H-M01-S-FM02,happiness
MSP-IMPROV-S01H-M01-S-MF01,neutral
MSP-IMPROV-S01H-M01-S-MF02,happiness
MSP-IMPROV-S01H-M01-S-MF03,happiness
MSP-IMPROV-S01H-M01-S-MF04,happiness
MSP-IMPROV-S01H-M01-T-MF01,happiness
MSP-IMPROV-S01H-M02-P-FM01,happiness
MSP-IMPROV-S01H-M02-P-FM02,happiness
MSP-IMPROV-S01H-M02-P-MF01,unknown
MSP-IMPROV-S01H-M02-R-MM01,neutral
MSP-IMPROV-S01H-M02-S-FM01,happiness
MSP-IMPROV-S01H-M02-S-FM02,unknown
MSP-IMPROV-S01H-M02-S-FM03,happiness
MSP-IMPROV-S01H-M02-S-MF01,happiness
MSP-IMPROV-S01H-M02-T-MF01,happiness
MSP-IMPROV-S01H-M03-P-FM01,happiness
MSP-IMPROV-S01H-M03-P-MF01,happiness
MSP-IMPROV-S01H-M03-P-MF02,happiness
MSP-IMPROV-S01H-M03-P-MF03,happiness
MSP-IMPROV-S01H-M03-P-MF04,happiness
MSP-IMPROV-S01H-M03-R-MM01,happiness
MSP-IMPROV-S01H-M03-S-FM01,other
MSP-IMPROV-S01H-M03-S-FM02,happiness
MSP-IMPROV-S01H-M03-S-FM03,neutral
MSP-IMPROV-S01H-M03-S-FM04,happiness
MSP-IMPROV-S01H-M03-S-MF01,unknown
MSP-IMPROV-S01H-M03-S-MF02,happiness
MSP-IMPROV-S01H-M03-S-MF03,unknown
MSP-IMPROV-S01H-M03-T-MF01,happiness
MSP-IMPROV-S01H-M04-P-FM01,happiness
MSP-IMPROV-S01H-M04-P-FM02,happiness
MSP-IMPROV-S01H-M04-P-FM03,happiness
MSP-IMPROV-S01H-M04-P-FM04,unknown
MSP-IMPROV-S01H-M04-P-FM05,happiness
MSP-IMPROV-S01H-M04-P-MF01,unknown
MSP-IMPROV-S01H-M04-S-FM01,neutral
MSP-IMPROV-S01H-M04-S-MF01,happiness
MSP-IMPROV-S01H-M04-S-MF02,happiness
MSP-IMPROV-S01H-M04-T-MF01,happiness
MSP-IMPROV-S01H-M05-P-FM01,happiness
MSP-IMPROV-S01H-M05-S-FM01,neutral
MSP-IMPROV-S01H-M05-S-FM02,happiness
MSP-IMPROV-S01H-M05-S-MF01,happiness
MSP-IMPROV-S01H-M05-T-MF01,happiness
MSP-IMPROV-S01H-M06-P-MF01,happiness
MSP-IMPROV-S01H-M06-P-MF02,happiness
MSP-IMPROV-S01H-M06-P-MF03,unknown
MSP-IMPROV-S01H-M06-S-FM01,happiness
MSP-IMPROV-S01H-M06-S-FM02,happiness
MSP-IMPROV-S01H-M06-S-FM03,happiness
MSP-IMPROV-S01H-M06-S-MF01,happiness
MSP-IMPROV-S01H-M06-S-MF02,happiness
MSP-IMPROV-S01H-M06-S-MF03,happiness
MSP-IMPROV-S01H-M06-S-MF04,happiness
MSP-IMPROV-S01H-M06-T-MF01,happiness
MSP-IMPROV-S01N-F01-P-FM01,happiness
MSP-IMPROV-S01N-F01-P-FM02,happiness
MSP-IMPROV-S01N-F01-P-FM03,unknown
MSP-IMPROV-S01N-F01-S-FM01,happiness
MSP-IMPROV-S01N-F01-S-FM02,happiness
MSP-IMPROV-S01N-F01-S-FM03,unknown
MSP-IMPROV-S01N-F01-S-FM04,neutral
MSP-IMPROV-S01N-F01-S-MF01,neutral
MSP-IMPROV-S01N-F01-S-MF02,happiness
MSP-IMPROV-S01N-F01-S-MF03,happiness
MSP-IMPROV-S01N-F01-T-FM01,neutral
MSP-IMPROV-S01N-F02-P-FM01,neutral
MSP-IMPROV-S01N-F02-P-MF01,neutral
MSP-IMPROV-S01N-F02-R-FF01,neutral
MSP-IMPROV-S01N-F02-S-FM01,unknown
MSP-IMPROV-S01N-F02-S-MF01,neutral
MSP-IMPROV-S01N-F02-S-MF02,happiness
MSP-IMPROV-S01N-F02-T-FM01,neutral
MSP-IMPROV-S01N-F03-P-FM01,happiness
MSP-IMPROV-S01N-F03-P-FM02,happiness
MSP-IMPROV-S01N-F03-P-FM03,happiness
MSP-IMPROV-S01N-F03-P-MF01,neutral
MSP-IMPROV-S01N-F03-P-MF02,neutral
MSP-IMPROV-S01N-F03-P-MF03,neutral
MSP-IMPROV-S01N-F03-P-MF04,neutral
MSP-IMPROV-S01N-F03-P-MF05,neutral
MSP-IMPROV-S01N-F03-R-FF01,neutral
MSP-IMPROV-S01N-F03-S-FM01,neutral
MSP-IMPROV-S01N-F03-S-FM02,neutral
MSP-IMPROV-S01N-F03-S-FM03,neutral
MSP-IMPROV-S01N-F03-S-MF01,neutral
MSP-IMPROV-S01N-F03-S-MF02,unknown
MSP-IMPROV-S01N-F03-T-FM01,anger
MSP-IMPROV-S01N-F04-S-FM01,neutral
MSP-IMPROV-S01N-F04-S-FM02,neutral
MSP-IMPROV-S01N-F04-S-MF01,neutral
MSP-IMPROV-S01N-F04-T-FM01,neutral
MSP-IMPROV-S01N-F05-P-FM01,sadness
MSP-IMPROV-S01N-F05-R-FF01,neutral
MSP-IMPROV-S01N-F05-R-FF02,neutral
MSP-IMPROV-S01N-F05-S-FM01,neutral
MSP-IMPROV-S01N-F05-S-MF01,other
MSP-IMPROV-S01N-F05-S-MF02,neutral
MSP-IMPROV-S01N-F05-S-MF03,neutral
MSP-IMPROV-S01N-F05-S-MF04,other
MSP-IMPROV-S01N-F05-S-MF05,happiness
MSP-IMPROV-S01N-F05-T-FM01,neutral
MSP-IMPROV-S01N-F06-P-MF01,happiness
MSP-IMPROV-S01N-F06-R-FF01,neutral
MSP-IMPROV-S01N-F06-S-FM01,neutral
MSP-IMPROV-S01N-F06-S-FM02,neutral
MSP-IMPROV-S01N-F06-S-FM03,neutral
MSP-IMPROV-S01N-F06-S-FM04,neutral
MSP-IMPROV-S01N-F06-S-MF01,neutral
MSP-IMPROV-S01N-F06-S-MF02,neutral
MSP-IMPROV-S01N-F06-T-FM01,neutral
MSP-IMPROV-S01N-M01-P-FM01,happiness
MSP-IMPROV-S01N-M01-P-FM02,neutral
MSP-IMPROV-S01N-M01-P-FM03,neutral
MSP-IMPROV-S01N-M01-R-MM01,neutral
MSP-IMPROV-S01N-M01-R-MM02,neutral
MSP-IMPROV-S01N-M01-S-FM01,neutral
MSP-IMPROV-S01N-M01-S-FM02,neutral
MSP-IMPROV-S01N-M01-S-FM03,neutral
MSP-IMPROV-S01N-M01-S-FM04,neutral
MSP-IMPROV-S01N-M01-S-FM05,neutral
MSP-IMPROV-S01N-M01-S-FM06,neutral
MSP-IMPROV-S01N-M01-S-MF01,neutral
MSP-IMPROV-S01N-M01-S-MF02,neutral
MSP-IMPROV-S01N-M01-T-MF01,neutral
MSP-IMPROV-S01N-M02-P-MF01,neutral
MSP-IMPROV-S01N-M02-R-MM01,neutral
MSP-IMPROV-S01N-M02-S-FM01,neutral
MSP-IMPROV-S01N-M02-S-MF01,neutral
MSP-IMPROV-S01N-M02-T-MF01,neutral
MSP-IMPROV-S01N-M03-P-FM01,neutral
MSP-IMPROV-S01N-M03-P-FM02,happiness
MSP-IMPROV-S01N-M03-R-MM01,neutral
MSP-IMPROV-S01N-M03-S-FM01,neutral
MSP-IMPROV-S01N-M03-S-FM02,neutral
MSP-IMPROV-S01N-M03-S-FM03,neutral
MSP-IMPROV-S01N-M03-S-MF01,neutral
MSP-IMPROV-S01N-M03-S-MF02,neutral
MSP-IMPROV-S01N-M03-T-MF01,neutral
MSP-IMPROV-S01N-M04-P-MF01,neutral
MSP-IMPROV-S01N-M04-S-FM01,neutral
MSP-IMPROV-S01N-M04-S-MF01,neutral
MSP-IMPROV-S01N-M04-T-MF01,neutral
MSP-IMPROV-S01N-M05-P-FM01,neutral
MSP-IMPROV-S01N-M05-P-FM02,happiness
MSP-IMPROV-S01N-M05-S-FM01,neutral
MSP-IMPROV-S01N-M05-S-FM02,neutral
MSP-IMPROV-S01N-M05-S-MF01,neutral
MSP-IMPROV-S01N-M05-S-MF02,happiness
MSP-IMPROV-S01N-M05-S-MF03,unknown
MSP-IMPROV-S01N-M05-S-MF04,neutral
MSP-IMPROV-S01N-M05-T-MF01,neutral
MSP-IMPROV-S01N-M06-P-MF01,happiness
MSP-IMPROV-S01N-M06-P-MF02,neutral
MSP-IMPROV-S01N-M06-P-MF03,neutral
MSP-IMPROV-S01N-M06-P-MF04,neutral
MSP-IMPROV-S01N-M06-S-FM01,neutral
MSP-IMPROV-S01N-M06-S-FM02,neutral
MSP-IMPROV-S01N-M06-S-FM03,neutral
MSP-IMPROV-S01N-M06-S-MF01,neutral
MSP-IMPROV-S01N-M06-T-MF01,neutral
MSP-IMPROV-S01S-F01-P-FM01,neutral
MSP-IMPROV-S01S-F01-P-FM02,neutral
MSP-IMPROV-S01S-F01-P-MF01,happiness
MSP-IMPROV-S01S-F01-P-MF02,happiness
MSP-IMPROV-S01S-F01-P-MF03,neutral
MSP-IMPROV-S01S-F01-P-MF04,neutral
MSP-IMPROV-S01S-F01-S-FM01,sadness
MSP-IMPROV-S01S-F01-S-FM02,sadness
MSP-IMPROV-S01S-F01-S-FM03,sadness
MSP-IMPROV-S01S-F01-S-MF01,neutral
MSP-IMPROV-S01S-F01-S-MF02,sadness
MSP-IMPROV-S01S-F01-S-MF03,other
MSP-IMPROV-S01S-F01-S-MF04,neutral
MSP-IMPROV-S01S-F01-S-MF05,sadness
MSP-IMPROV-S01S-F01-S-MF06,sadness
MSP-IMPROV-S01S-F01-T-FM01,unknown
MSP-IMPROV-S01S-F02-P-FM01,neutral
MSP-IMPROV-S01S-F02-P-MF01,neutral
MSP-IMPROV-S01S-F02-P-MF02,happiness
MSP-IMPROV-S01S-F02-R-FF01,sadness
