name,phones
bea_amused_113-140_0135,aɪ ɐ m ɡ oʊ ɪ ŋ t ə s ɚ p ɹ aɪ z f ɑː ð ɚ æ n d j uː w ɪ l ɡ oʊ w ɪ ð p ɪ ɛɹ 
bea_amused_113-140_0136,ɐ b aʊ t h ɪ m ɛ v ɹ ɪ w ɛɹ w ɜː ð ɪ ɛ v ɪ d ə n s ᵻ z ʌ v l ʌ k ʃ ɚ ɹ i æ n d ʌ v eɪ dʒ 
bea_amused_113-140_0137,ð ɛ n h iː s t ɛ p t b æ k w ɪ ð ɐ l oʊ k ɹ aɪ ʌ v p l ɛ ʒ ɚ 
bea_amused_113-140_0138,ɪ n ð ə p ɪ k tʃ ɚ h iː s ɔː iː tʃ m oʊ m ə n t ɐ ɡ ɹ eɪ ɾ ɚ ɹ ᵻ z ɛ m b l ə n s t ə dʒ iː n 
bea_amused_113-140_0139,h iː t oʊ l d h ɪ m s ɛ l f ð æ t æ z h iː w ɑː ʃ t h ɪ m s ɛ l f æ n d ɡ ɹ uː m d h ɪ z d ɪ ʃ ɛ v əl d k l oʊ ð z 
bea_amused_113-140_0140,ɐ k s ɛ p t ɐ f ɑː ð ɚ z b l ɛ s ɪ ŋ æ n d w ɪ ð ɪ t ð ɪ s 
bea_amused_141_168_0141,ɪ t s iː m z l aɪ k ɐ s t ɹ eɪ n dʒ p ɔɪ n t ɪ ŋ ʌ v ð ə h æ n d ʌ v ɡ ɑː d 
bea_amused_141_168_0142,s ʌ tʃ θ ɪ ŋ z h æ d ə k ɜː d b ᵻ f oːɹ h iː t oʊ l d f ɪ l ɪ p 
bea_amused_141_168_0143,ɑː aɪ h æ d f ɚ ɡ ɑː ʔ n̩ h iː ɛ k s k l eɪ m d 
bea_amused_141_168_0144,b ʌ t ð ɛɹ w ʌ z s ʌ m θ ɪ ŋ iː v ə n m oːɹ s t ɑːɹ ɾ əl ɪ ŋ ð ɐ n ð ɪ s ɹ ᵻ z ɛ m b l ə n s 
bea_amused_141_168_0145,aɪ h æ v t ə b i k ɛɹ f əl ʌ v ð ɛ m æ z ð eɪ t ɛɹ v ɛ ɹ i iː z i l i 
bea_amused_141_168_0146,ʌ v k oːɹ s ð æ t ɪ z ʌ n ɪ n t ɚ ɹ ə s t ɪ ŋ ʃ iː k ə n t ɪ n j uː d 
bea_amused_141_168_0147,ɐ m oʊ m ə n t b ᵻ f oːɹ h iː w ʌ z ɪ n t ɑː k s ᵻ k eɪ ɾ ᵻ d b aɪ ɐ dʒ ɔɪ ð æ t w ʌ z ɔː l m oʊ s t m æ d n ə s 
bea_amused_141_168_0149,f ɚ ɹ ə n ɪ n s t ə n t h iː s ɔː p ɪ ɛɹ d ɹ ɔː n l aɪ k ɐ s ɪ l ʊ w ɛ t ɐ ɡ ɛ n s t ð ə s k aɪ 
bea_amused_141_168_0150,ɡ ʊ d b aɪ p ɪ ɛɹ h iː ʃ aʊ ɾ ᵻ d 
bea_amused_141_168_0152,f ɪ l ɪ p θ ɹ ʌ s t h ɪ m s ɛ l f ɐ ɡ ɛ n s t ɪ t æ n d ɛ n t ɚ d 
bea_amused_141_168_0154,h iː w ʌ z s m uː ð ʃ eɪ v ə n æ n d h ɪ z h ɛɹ æ n d aɪ z w ɜː b l æ k 
bea_amused_141_168_0155,w oʊ n t j uː d ɹ ɔː ʌ p dʒ ɛ n t əl m ə n 
bea_amused_141_168_0156,ɐ s t ɹ eɪ n dʒ f aɪɚ b ɜː n d ɪ n h ɪ z aɪ z w ɛ n θ oːɹ p t ɜː n d 
bea_amused_141_168_0158,d ʌ z ð æ t l ʊ k ɡ ʊ d 
bea_amused_141_168_0159,ð eɪ l ʊ k æ z ð oʊ h iː h ɐ d b ɪ n d ɹ ʌ m ɪ ŋ ɐ p i æ n oʊ ɔː l h ɪ z l aɪ f 
bea_amused_141_168_0160,j uː w ɔ n t t ə ɡ oʊ oʊ v ɚ æ n d s iː h ɪ z ɡ æ ŋ θ ɹ oʊ d ɜː t 
bea_amused_141_168_0161,t eɪ k ɐ w eɪ ð ɛɹ f ɔːɹ m ə n æ n d ð eɪ w ʊ d ə n t b iː w ɜː θ ð ɛɹ ɡ ɹ ʌ b 
bea_amused_141_168_0163,f ɪ l ɪ p m eɪ d n oʊ ɛ f ɚ t t ə f ɑː l oʊ 
bea_amused_141_168_0164,h iː k eɪ m f ɜː s t ɐ j ɪ ɹ ɐ ɡ oʊ æ n d ɹ ᵻ v iː l d h ɪ m s ɛ l f t ə dʒ iː n 
bea_amused_141_168_0165,ð eɪ ɑːɹ t ʊ ɐ t æ k j ʊɹ k æ m p t ə m ɑː ɹ oʊ n aɪ t 
bea_amused_141_168_0166,t uː d eɪ z ɐ ɡ oʊ dʒ iː n l ɜː n d w ɛɹ h ɜː f ɑː ð ɚ z m ɛ n w ɜː h aɪ d ɪ ŋ 
bea_amused_141_168_0167,aɪ w ʌ z n ɪɹ ð ə k æ b ɪ n æ n d s ɔː j uː 
bea_amused_141_168_0168,l oʊ b ʊ ʃ w ɪ p t h ɪ m ɪ n ð ə f eɪ s æ n d l ɛ f t n oʊ s t ɪ ŋ 
bea_amused_16-28_0016,ð ɛɹ z f ɔːɹ t tʃ ɜː tʃ ɪ l ɐ ɹ aɪ f əl ʃ ɑː t b ᵻ j ɔ n d ð ə ɹ ɪ dʒ ɐ s l iː p 
bea_amused_16-28_0017,f ɹ ʌ m ð æ t m oʊ m ə n t h ɪ z f ɹ ɛ n d ʃ ɪ p f ɔːɹ b ɛ l iː z t ɜː n z t ə h eɪ t ɹ ɪ d æ n d dʒ ɛ l ə s i 
bea_amused_16-28_0018,ð ɛɹ w ʌ z ɐ tʃ eɪ n dʒ n aʊ 
bea_amused_16-28_0019,aɪ f ɑː l oʊ d ð ə l aɪ n ʌ v ð ə p ɹ ə p oʊ z d ɹ eɪ l ɹ oʊ d l ʊ k ɪ ŋ f ɔːɹ tʃ æ n s ᵻ z 
bea_amused_16-28_0020,k l ʌ b z æ n d b ɔː l z æ n d s ɪ ɾ i z ɡ ɹ uː t ə b i oʊ n l i m ɛ m ɚ ɹ i z 
bea_amused_16-28_0021,ɪ t f ɛɹ l i k l ʌ b d m iː ɪ n t ʊ ɹ ɛ k ə ɡ n aɪ z ɪ ŋ ɪ t 
bea_amused_16-28_0022,h ɑːɹ d l i w ɜː ɹ aʊ ɚ p l æ n z m eɪ d p ʌ b l ɪ k b ᵻ f oːɹ w iː w ɜː m ɛ t b aɪ p aʊ ɚ f əl ɑː p ə z ɪ ʃ ə n 
bea_amused_16-28_0023,ɐ k ɑː m b ᵻ n eɪ ʃ ə n ʌ v k ɐ n eɪ d iə n k æ p ɪ ɾ əl k w ɪ k l i ɔːɹ ɡ ə n aɪ z d æ n d p ə t ɪ ʃ ə n d f ɚ ð ə s eɪ m p ɹ ɪ v ᵻ l ɪ dʒ ᵻ z 
bea_amused_16-28_0024,ɪ t w ʌ z m aɪ ɹ ᵻ p oːɹ t s f ɹ ʌ m ð ə n ɔːɹ θ w ɪ tʃ tʃ iː f l i ɪ n d uː s t p iː p əl t ə b aɪ 
bea_amused_16-28_0025,aɪ w ʌ z ɐ b aʊ t t ə d uː ð ɪ s w ɛ n k uː l ɚ dʒ ʌ dʒ m ə n t p ɹ ɪ v eɪ l d 
bea_amused_16-28_0026,ɪ ɾ ə k ɜː d t ə m iː ð æ t ð ɛɹ w ʊ d h æ v t ə b iː ɐ n ɐ k aʊ n t ɪ ŋ 
bea_amused_16-28_0027,t ə m aɪ s ɚ p ɹ aɪ z h iː b ɪ ɡ æ n t ə ʃ oʊ æ k tʃ uː əl ɛ n θ uː z i æ z ə m ɪ n m aɪ f eɪ v ɚ 
bea_amused_16-28_0028,ɹ ɑː b ɚ ɹ i b ɹ aɪ b ɚ ɹ i f ɹ ɔː d 
bea_amused_169-196_0169,s ʌ d ə n l i dʒ iː n s t ɑː p t f ɚ ɹ ə n ɪ n s t ə n t 
bea_amused_169-196_0170,ð ɛɹ w ʌ z n ʌ n ʌ v ð ə dʒ ɔɪ ʌ v m iː ɾ ɪ ŋ ɪ n h ɪ z f eɪ s 
bea_amused_169-196_0171,æ n d w ɛ n j uː k ʌ m b æ k ɪ n ɐ f j uː d eɪ z b ɹ ɪ ŋ aɪ l iː n 
bea_amused_169-196_0172,ɡ ɹ ɛ ɡ s ə n h æ d l ɛ f t ð ɪ aʊ ɾ ɚ d oːɹ s l aɪ t l i ɐ dʒ ɑːɹ 
bea_amused_169-196_0173,ð ə d eɪ t w ʌ z n ɪɹ l i eɪ t iː n j ɪɹ z oʊ l d 
bea_amused_169-196_0174,ð eɪ w ɜː ð ə p ɹ ɛ s ɪ dʒ ʌ v s t oːɹ m 
bea_amused_169-196_0175,d aʊ n ð ɛɹ ð ɪ ɜː θ w ʌ z ɔː l ɹ ɛ d i s w ɛ l ɪ ŋ w ɪ ð l aɪ f 
bea_amused_169-196_0176,f ɚ ð ə f ɜː s t t aɪ m ɪ n h ɪ z l aɪ f h iː w ʌ z j ɜː n ɪ ŋ f ɚ ɹ ə s k ɹ æ p 
bea_amused_169-196_0177,ʃ iː h ɐ d b ɪ n θ ʌ ɹ oʊ l i æ n d ɪ f ɪ ʃ ə n t l i m ɔː l d 
bea_amused_169-196_0178,ɛ v ɹ i b oʊ n ɪ n h ɜː ɹ eɪ dʒ d b ɑː d i s iː m d b ɹ oʊ k ə n ɔːɹ d ɪ s l oʊ k eɪ ɾ ᵻ d 
bea_amused_169-196_0179,t ə m ɑː ɹ oʊ aɪ m ɡ oʊ ɪ ŋ æ f t ɚ ð æ t b ɛɹ h iː s ɛ d 
bea_amused_169-196_0180,ɪ f n ɑː t l ɛ t s s eɪ aʊ ɚ p ɹ ɛɹ z æ n d ɡ oʊ t ə b ɛ d 
bea_amused_169-196_0181,s oʊ tʃ ɪ ɹ ʌ p æ n d ɡ ɪ v ʌ s j ʊɹ p ɔː 
bea_amused_169-196_0182,ð ɪ s t aɪ m h iː d ɪ d n ɑː t j æ p f ɔːɹ m ɜː s i 
bea_amused_169-196_0183,æ n d ð ɪ ɛɹ w ʌ z ɡ ɹ oʊ ɪ ŋ tʃ ɪ l i 
bea_amused_169-196_0184,d oʊ n t j uː s iː aɪ m tʃ uː ɪ ŋ ð ɪ s θ ɪ ŋ ɪ n t uː 
bea_amused_169-196_0185,ð ə k w ɛ s tʃ ə n z m eɪ h ɐ v k ʌ m v eɪ ɡ l i ɪ n h ɪ z m aɪ n d 
bea_amused_169-196_0186,l aɪ k ɐ f l æ ʃ h iː l ɑː n tʃ t h ɪ m s ɛ l f ɪ n t ʊ ð ə f ɛ ð ɚ d m æ s ʌ v ð ɪ aʊ l 
bea_amused_169-196_0187,ɐ h ɛ d ʌ v ð ɛ m ð eɪ s ɔː ɐ ɡ l ɪ m ɚ ɹ ʌ v s ʌ n ʃ aɪ n 
bea_amused_169-196_0188,t uː dʒ aɪ ɡ æ n t ɪ k aʊ l z w ɜː t ɛ ɹ ɪ ŋ æ t ð ə k ɑːɹ k ə s 
bea_amused_169-196_0189,ð ə b ɪ ɡ aɪ d k l ʌ k ɪ ŋ m uː s b ɜː d z w ɜː m oʊ s t ɐ n ɔɪ ɪ ŋ 
bea_amused_169-196_0190,n ɛ k s t t ə ð ɛ m ð ə k æ n ə d ə dʒ eɪ z w ɜː m oʊ s t p ɚ s ɪ s t ə n t 
bea_amused_169-196_0191,f ɚ ɹ ə t aɪ m ð ɪ ɛ k s aɪ ɾ ɪ ŋ θ ɹ ɪ l ʌ v h ɪ z ɐ d v ɛ n tʃ ɚ w ʌ z ɡ ɔ n 
bea_amused_169-196_0192,h iː d ɪ d n ɑː t ɹ ʌ ʃ ɪ n 
bea_amused_169-196_0193,ɪ t w ʌ z ɛ dʒ d w ɪ ð aɪ s 
bea_amused_169-196_0194,h iː d ɹ æ ŋ k ʌ v ð ə w ɔː ɾ ɚ k ɔː ʃ ə s l i 
bea_amused_169-196_0195,b ʌ t ɐ s t ɹ eɪ n dʒ θ ɪ ŋ h æ p ə n d 
bea_amused_169-196_0196,h iː b ɪ ɡ æ n t ə f ɑː l oʊ ð ə f ʊ t p ɹ ɪ n t s ʌ v ð ə d ɑː ɡ 
bea_amused_196-224_0197,s ʌ tʃ ɐ d ɑː ɡ ð ə w aɪ z d ɹ aɪ v ɚ k ɪ l z ɔːɹ t ɜː n z l uː s 
bea_amused_196-224_0198,s ʌ m t aɪ m z h ɜː d ɹ iː m z w ɜː f ɪ l d w ɪ ð v ɪ ʒ ə n z 
bea_amused_196-224_0199,ð ʌ s h æ d ð ə ɹ ɔː w ɪ l d ɚ n ə s p ɹ ɪ p ɛɹ d h ɪ m f ɔːɹ ð ɪ s d eɪ 
bea_amused_196-224_0200,h iː l ɛ p t ɐ ɡ ɛ n æ n d ð ə k l ʌ b k ɔː t h ɪ m w ʌ n s m oːɹ 
bea_amused_196-224_0201,h iː k ɹ aɪ d æ n d s w ʌ ŋ ð ə k l ʌ b w aɪ l d l i 
bea_amused_196-224_0202,ʃ iː t ɜː n d f ɪ ɹ ɪ ŋ ð æ t ʒ æ k m aɪ t s iː w ʌ t w ʌ z ɪ n h ɜː f eɪ s 
bea_amused_196-224_0203,ð eɪ w ɜː f ɑː l oʊ ɪ ŋ ð ə ʃ oː ɹ ə v ə l eɪ k 
bea_amused_196-224_0204,ð ə w ʊ l f d ɑː ɡ θ ɹ ʌ s t h ɪ z ɡ ɔː n t m ʌ z əl t ə w ɔːɹ d h ɪ m 
bea_amused_196-224_0205,f ɹ ʌ m n aʊ ɔ n w ɪɹ p æ l z 
bea_amused_196-224_0206,h iː s ɛ z h iː b ɔː t h ɪ m ʌ v ʒ æ k l ə b oʊ 
bea_amused_196-224_0207,h aʊ m ʌ tʃ w ʌ z ɪ t 
bea_amused_196-224_0208,j uː θ h æ d k ʌ m b æ k t ə h ɜː f ɹ iː d f ɹ ʌ m ð ə j oʊ k ʌ v ə p ɹ ɛ ʃ ə n 
bea_amused_196-224_0209,ɪ t w ʌ z n ɑː ɾ ə l ɑːɹ dʒ l eɪ k æ n d ɔː l m oʊ s t ɹ aʊ n d 
bea_amused_196-224_0210,ɪ t s d aɪ æ m ɪ ɾ ɚ w ʌ z n ɑː t m oːɹ ð ɐ n t uː h ʌ n d ɹ ɪ d j ɑːɹ d z 
bea_amused_196-224_0211,ɪ t d ɹ aʊ n d ɔː l s aʊ n d ð æ t b ɹ uː t æ ɡ ə n i æ n d d ɛ θ m eɪ h ɐ v m eɪ d 
bea_amused_196-224_0212,f ɹ ɛ ʃ k eɪ s ᵻ z s t ɪ l eɪ b əl t ə w ɔː k ð eɪ k l ʌ s t ɚ d ɐ b aʊ t ð ə s p oʊ k s m ə n 
bea_amused_196-224_0213,b ᵻ t w iː n h ɪ m æ n d ð ə b iː tʃ w ʌ z ð ə k eɪ ŋ ɡ ɹ æ s f ɛ n s ʌ v ð ə k ɑː m p aʊ n d 
bea_amused_196-224_0214,b ᵻ s aɪ d z h iː w ʌ z p eɪ d w ʌ n k eɪ s ʌ v t ə b æ k oʊ p ɜː h ɛ d 
bea_amused_196-224_0215,ð eɪ d aɪ aʊ ɾ ə v s p aɪ t 
bea_amused_196-224_0216,ð ɪ ʌ ð ɚ f ɛ l t ɐ s ʌ d ə n w eɪ v ʌ v ɪ ɹ ɪ t eɪ ʃ ə n ɹ ʌ ʃ θ ɹ uː h ɪ m 
bea_amused_196-224_0217,ə p ɹ ɛ s ɪ v æ z ð ə h iː t h ɐ d b ɪ n ɪ t w ʌ z n aʊ iː v ə n m oː ɹ ə p ɹ ɛ s ɪ v 
bea_amused_196-224_0218,ð ə ɹ ɪ ŋ ɪ ŋ ʌ v ð ə b ɪ ɡ b ɛ l ɚ ɹ aʊ z d h ɪ m 
bea_amused_196-224_0219,æ t f ɜː s t h iː p ʌ z əl d oʊ v ɚ s ʌ m θ ɪ ŋ ʌ n t ə w ɔːɹ d h iː w ʌ z ʃ ʊɹ h æ d h æ p ə n d 
bea_amused_196-224_0220,ɐ d ɛ d m æ n ɪ z ʌ v n oʊ j uː s ɔ n ɐ p l æ n t eɪ ʃ ə n 
bea_amused_196-224_0221,aɪ d oʊ n t n oʊ w aɪ j ʊɹ h ɪ ɹ æ ɾ ɔː l 
bea_amused_196-224_0222,w ʌ t p ɑːɹ t ʌ v ð ə j uː n aɪ ɾ ᵻ d s t eɪ t s ɪ z j ʊɹ h oʊ m 
bea_amused_196-224_0223,m aɪ aɪ m ɔː l m oʊ s t h oʊ m s ɪ k f ɔː ɹ ɪ ɾ ɔː l ɹ ɛ d i 
bea_amused_196-224_0224,ʃ iː n ɑː d ᵻ d æ n d h ɜː ɹ aɪ z ɡ ɹ uː s ɔ f t æ n d m ɔɪ s t 
bea_amused_225-252_0225,aɪ w ʌ z b ɹ ɔː t ʌ p ð ə w eɪ m oʊ s t ɡ ɜː l z ɪ n h ə w aɪ iː ɑːɹ b ɹ ɔː t ʌ p 
bea_amused_225-252_0226,ð æ t k eɪ m b ᵻ f oːɹ m aɪ ɐ b iː s iː z 
bea_amused_225-252_0227,ɪ t w ʌ z ð ə s eɪ m w eɪ w ɪ ð aʊ ɚ ɹ ᵻ v ɑː l v ɚ z æ n d ɹ aɪ f əl z 
bea_amused_225-252_0228,b ʌ t ɪ t k ə n t ɹ ɪ b j uː ɾ ᵻ d t ə ð ə s m æ ʃ 
bea_amused_225-252_0229,ð ə l æ s t w ʌ n aɪ n uː w ʌ z ɐ n oʊ v ɚ s iː ɚ 
bea_amused_225-252_0230,d uː j uː n oʊ ɛ n i ɡ ʊ d l æ n d ɚ ɹ aʊ n d h ɪɹ 
bea_amused_225-252_0231,ð ə ɹ ɛ z ᵻ d ə n t k ə m ɪ ʃ ə n ɚ ɹ ɪ z ɐ w eɪ ɪ n ɔː s t ɹ eɪ l iə 
bea_amused_225-252_0232,aɪ k æ n ɑː t f ɑː l oʊ j uː ʃ iː s ɛ d 
bea_amused_225-252_0233,aɪ n ɛ v ɚ ɹ ɐ l aʊ w ʌ t k æ n t b iː tʃ eɪ n dʒ d t ʊ ɐ n ɔɪ m iː 
bea_amused_225-252_0234,w aɪ ð ɪ æ v ɹ ɪ dʒ ɹ ᵻ v j uː ɪ z m oːɹ n ɔː s ɪ eɪ ɾ ɪ ŋ ð ɐ n k ɑː d l ɪ v ɚ ɹ ɔɪ l 
bea_amused_225-252_0235,h ɪ z v ɔɪ s w ʌ z p æ ʃ ə n ə t l i ɹ ᵻ b ɛ l iə s 
bea_amused_225-252_0236,d oʊ n t j uː s iː aɪ h eɪ t j uː 
bea_amused_225-252_0237,s oʊ h j uː i æ n d aɪ d ɪ d ð ə m æ n ɪ dʒ ɪ ŋ aʊ ɚ s ɛ l v z 
bea_amused_225-252_0238,ɪ t h æ p ə n d t ə h ɪ m æ t ð ə ɡ æ l iː n ə s ə s aɪə ɾ i ɪ n oʊ k l ə n d w ʌ n æ f t ɚ n uː n 
bea_amused_225-252_0239,h iː k ɹ aɪ d ɪ n s ʌ tʃ dʒ ɛ n j uː ɪ n d ɪ s m eɪ ð æ t ʃ iː b ɹ oʊ k ɪ n t ʊ h ɑːɹ ɾ i l æ f t ɚ 
bea_amused_225-252_0240,w ɑː ʃ j ʊɹ h æ n d z ʌ v m iː 
bea_amused_225-252_0241,aɪ θ ɪ ŋ k ɪ t s m ʌ tʃ n aɪ s ɚ t ə k w ɔː ɹ əl 
bea_amused_225-252_0242,aɪ s ɔː ɪ t w ɛ n ʃ iː ɹ oʊ l d 
bea_amused_225-252_0243,aɪ oʊ n l i ɹ iː d ð ə k w oʊ t eɪ ʃ ə n z 
bea_amused_225-252_0244,h iː w ʌ z ð ə s oʊ l ʌ v d ɪ v oʊ ʃ ə n t ə h ɪ z ɛ m p l ɔɪ ɚ z 
bea_amused_225-252_0245,aʊ ɾ ə v h ɪ z eɪ t iː n h ʌ n d ɹ ɪ d h iː l eɪ d ɐ s aɪ d s ɪ k s t iː n h ʌ n d ɹ ɪ d iː tʃ j ɪɹ 
bea_amused_225-252_0246,j uː h æ v h ɜː d ɔː l w eɪ z h aʊ h iː w ʌ z ð ə l ʌ v ɚ ɹ ʌ v ð ə p ɹ ɪ n s ɛ s n eɪ oʊ m i 
bea_amused_225-252_0247,ð eɪ ɔː t t ə p æ s h ɪɹ s ʌ m t aɪ m t ə d eɪ 
bea_amused_225-252_0248,aɪ h ɐ d b ɪ n s æ d t uː l ɔ ŋ ɔː l ɹ ɛ d i 
bea_amused_225-252_0249,ɔː l aɪ z h aʊ ɛ v ɚ w ɜː s t ɛ ɹ ɪ ŋ æ t h ɪ m ɪ n s ɜː ɾ ɪ t uː d ʌ v ɛ k s p ɛ k t ə n s i 
bea_amused_225-252_0250,h iː h æ d ə b z ɜː v d ð ə b ɪ z n ə s l aɪ f ʌ v h ə w aɪ iː æ n d d ɪ v ɛ l ə p t ɐ v ɔ l t ɪ ŋ æ m b ɪ ʃ ə n 
bea_amused_225-252_0251,aɪ m eɪ m æ n ɪ dʒ t ə f ɹ eɪ t ɐ k ɑːɹ ɡ oʊ b æ k æ z w ɛ l 
bea_amused_225-252_0252,oʊ b ɹ aɪə n h ɐ d b ɪ n ɐ k l iː n l ɪ v ɪ ŋ j ʌ ŋ m æ n w ɪ ð aɪ d iə l z 
bea_amused_253-280_0253,h iː ɪ t w ʌ z ð æ t l ɪ v d t ə f aʊ n d ð ə f æ m ɪ l i ʌ v ð ə p æ t iː n oʊ 
bea_amused_253-280_0254,s t ɹ eɪ t aʊ t ð eɪ s w æ m ð ɛɹ h ɛ d z ɡ ɹ oʊ ɪ ŋ s m ɔː l ɚ æ n d s m ɔː l ɚ 
bea_amused_253-280_0255,j uː w oʊ n t d aɪ ʌ v m æ l n j uː t ɹ ɪ ʃ ə n b iː ʃ ʊ ɹ ʌ v ð æ t 
