name,label
bea_amused_253-280_0280,amusement
bea_amused_281-308_0281,amusement
bea_amused_281-308_0282,amusement
bea_amused_281-308_0283,amusement
bea_amused_281-308_0284,amusement
bea_amused_281-308_0285,amusement
bea_amused_281-308_0286,amusement
bea_amused_281-308_0287,amusement
bea_amused_281-308_0288,amusement
bea_amused_281-308_0289,amusement
bea_amused_281-308_0290,amusement
bea_amused_281-308_0291,amusement
bea_amused_281-308_0292,amusement
bea_amused_281-308_0293,amusement
bea_amused_281-308_0294,amusement
bea_amused_281-308_0295,amusement
bea_amused_281-308_0296,amusement
bea_amused_281-308_0297,amusement
bea_amused_281-308_0298,amusement
bea_amused_281-308_0299,amusement
bea_amused_281-308_0300,amusement
bea_amused_281-308_0301,amusement
bea_amused_281-308_0302,amusement
bea_amused_281-308_0303,amusement
bea_amused_281-308_0304,amusement
bea_amused_281-308_0305,amusement
bea_amused_281-308_0306,amusement
bea_amused_281-308_0307,amusement
bea_amused_281-308_0308,amusement
bea_amused_29-45_0029,amusement
bea_amused_29-45_0030,amusement
bea_amused_29-45_0031,amusement
bea_amused_29-45_0032,amusement
bea_amused_29-45_0033,amusement
bea_amused_29-45_0034,amusement
bea_amused_29-45_0035,amusement
bea_amused_29-45_0036,amusement
bea_amused_29-45_0037,amusement
bea_amused_29-45_0038,amusement
bea_amused_29-45_0039,amusement
bea_amused_29-45_0040,amusement
bea_amused_29-45_0041,amusement
bea_amused_29-45_0042,amusement
bea_amused_29-45_0043,amusement
bea_amused_29-45_0044,amusement
bea_amused_29-45_0045,amusement
bea_amused_46-56_0046,amusement
bea_amused_46-56_0047,amusement
bea_amused_46-56_0048,amusement
bea_amused_46-56_0049,amusement
bea_amused_46-56_0050,amusement
bea_amused_46-56_0051,amusement
bea_amused_46-56_0052,amusement
bea_amused_46-56_0053,amusement
bea_amused_46-56_0054,amusement
bea_amused_46-56_0055,amusement
bea_amused_46-56_0056,amusement
bea_amused_57-84_0057,amusement
bea_amused_57-84_0058,amusement
bea_amused_57-84_0059,amusement
bea_amused_57-84_0060,amusement
bea_amused_57-84_0061,amusement
bea_amused_57-84_0063,amusement
bea_amused_57-84_0064,amusement
bea_amused_57-84_0065,amusement
bea_amused_57-84_0066,amusement
bea_amused_57-84_0067,amusement
bea_amused_57-84_0068,amusement
bea_amused_57-84_0069,amusement
bea_amused_57-84_0070,amusement
bea_amused_57-84_0071,amusement
bea_amused_57-84_0073,amusement
bea_amused_57-84_0074,amusement
bea_amused_57-84_0075,amusement
bea_amused_57-84_0076,amusement
bea_amused_57-84_0077,amusement
bea_amused_57-84_0078,amusement
bea_amused_57-84_0079,amusement
bea_amused_57-84_0080,amusement
bea_amused_57-84_0081,amusement
bea_amused_57-84_0082,amusement
bea_amused_57-84_0083,amusement
bea_amused_57-84_0084,amusement
bea_amused_85-112_0085,amusement
bea_amused_85-112_0086,amusement
bea_amused_85-112_0087,amusement
bea_amused_85-112_0088,amusement
bea_amused_85-112_0089,amusement
bea_amused_85-112_0090,amusement
bea_amused_85-112_0091,amusement
bea_amused_85-112_0092,amusement
bea_amused_85-112_0093,amusement
bea_amused_85-112_0094,amusement
bea_amused_85-112_0095,amusement
bea_amused_85-112_0096,amusement
bea_amused_85-112_0098,amusement
bea_amused_85-112_0099,amusement
bea_amused_85-112_0100,amusement
bea_amused_85-112_0101,amusement
bea_amused_85-112_0102,amusement
bea_amused_85-112_0103,amusement
bea_amused_85-112_0104,amusement
bea_amused_85-112_0105,amusement
bea_amused_85-112_0106,amusement
bea_amused_85-112_0107,amusement
bea_amused_85-112_0108,amusement
bea_amused_85-112_0109,amusement
bea_amused_85-112_0110,amusement
bea_amused_85-112_0111,amusement
bea_amused_85-112_0112,amusement
bea_anger_1-28_0001,anger
bea_anger_1-28_0002,anger
bea_anger_1-28_0003,anger
bea_anger_1-28_0004,anger
bea_anger_1-28_0005,anger
bea_anger_1-28_0006,anger
bea_anger_1-28_0007,anger
bea_anger_1-28_0008,anger
bea_anger_1-28_0009,anger
bea_anger_1-28_0010,anger
bea_anger_1-28_0011,anger
bea_anger_1-28_0012,anger
bea_anger_1-28_0013,anger
bea_anger_1-28_0014,anger
bea_anger_1-28_0015,anger
bea_anger_1-28_0016,anger
bea_anger_1-28_0017,anger
bea_anger_1-28_0018,anger
bea_anger_1-28_0019,anger
bea_anger_1-28_0020,anger
bea_anger_1-28_0021,anger
bea_anger_1-28_0022,anger
bea_anger_1-28_0023,anger
bea_anger_1-28_0024,anger
bea_anger_1-28_0025,anger
bea_anger_1-28_0026,anger
bea_anger_1-28_0027,anger
bea_anger_1-28_0028,anger
bea_anger_113-140_0113,anger
bea_anger_113-140_0114,anger
bea_anger_113-140_0115,anger
bea_anger_113-140_0116,anger
bea_anger_113-140_0118,anger
bea_anger_113-140_0119,anger
bea_anger_113-140_0120,anger
bea_anger_113-140_0121,anger
bea_anger_113-140_0122,anger
bea_anger_113-140_0123,anger
bea_anger_113-140_0124,anger
bea_anger_113-140_0125,anger
bea_anger_113-140_0126,anger
bea_anger_113-140_0127,anger
bea_anger_113-140_0128,anger
bea_anger_113-140_0129,anger
bea_anger_113-140_0130,anger
bea_anger_113-140_0131,anger
bea_anger_113-140_0132,anger
bea_anger_113-140_0133,anger
bea_anger_113-140_0134,anger
bea_anger_113-140_0135,anger
bea_anger_113-140_0136,anger
bea_anger_113-140_0137,anger
bea_anger_113-140_0138,anger
bea_anger_113-140_0139,anger
bea_anger_113-140_0140,anger
bea_anger_169-196_0141,anger
bea_anger_169-196_0142,anger
bea_anger_169-196_0143,anger
bea_anger_169-196_0144,anger
bea_anger_169-196_0145,anger
bea_anger_169-196_0146,anger
bea_anger_169-196_0147,anger
bea_anger_169-196_0148,anger
bea_anger_169-196_0149,anger
bea_anger_169-196_0150,anger
bea_anger_169-196_0151,anger
bea_anger_169-196_0152,anger
bea_anger_169-196_0153,anger
bea_anger_169-196_0154,anger
bea_anger_169-196_0155,anger
bea_anger_169-196_0156,anger
bea_anger_169-196_0157,anger
bea_anger_169-196_0158,anger
bea_anger_169-196_0159,anger
bea_anger_169-196_0160,anger
bea_anger_169-196_0161,anger
bea_anger_169-196_0162,anger
bea_anger_169-196_0163,anger
bea_anger_169-196_0164,anger
bea_anger_169-196_0165,anger
bea_anger_169-196_0166,anger
bea_anger_169-196_0167,anger
bea_anger_169-196_0168,anger
bea_anger_197-224_0024,anger
bea_anger_197-224_0197,anger
bea_anger_197-224_0198,anger
bea_anger_197-224_0199,anger
bea_anger_197-224_0200,anger
bea_anger_197-224_0201,anger
bea_anger_197-224_0202,anger
bea_anger_197-224_0203,anger
bea_anger_197-224_0204,anger
bea_anger_197-224_0205,anger
bea_anger_197-224_0206,anger
bea_anger_197-224_0207,anger
bea_anger_197-224_0208,anger
bea_anger_197-224_0209,anger
bea_anger_197-224_0210,anger
bea_anger_197-224_0211,anger
bea_anger_197-224_0212,anger
bea_anger_197-224_0213,anger
bea_anger_197-224_0214,anger
bea_anger_197-224_0215,anger
bea_anger_197-224_0216,anger
bea_anger_197-224_0217,anger
bea_anger_197-224_0218,anger
bea_anger_197-224_0219,anger
bea_anger_197-224_0220,anger
bea_anger_197-224_0221,anger
bea_anger_197-224_0222,anger
bea_anger_197-224_0223,anger
bea_anger_225-252_0225,anger
bea_anger_225-252_0226,anger
bea_anger_225-252_0227,anger
bea_anger_225-252_0228,anger
bea_anger_225-252_0229,anger
bea_anger_225-252_0230,anger
bea_anger_225-252_0231,anger
bea_anger_225-252_0232,anger
bea_anger_225-252_0233,anger
bea_anger_225-252_0234,anger
bea_anger_225-252_0235,anger
bea_anger_225-252_0236,anger
bea_anger_225-252_0237,anger
bea_anger_225-252_0238,anger
bea_anger_225-252_0239,anger
bea_anger_225-252_0240,anger
bea_anger_225-252_0241,anger
bea_anger_225-252_0242,anger
bea_anger_225-252_0243,anger
bea_anger_225-252_0244,anger
bea_anger_225-252_0245,anger
bea_anger_225-252_0246,anger
bea_anger_225-252_0247,anger
bea_anger_225-252_0248,anger
bea_anger_225-252_0249,anger
bea_anger_225-252_0250,anger
bea_anger_225-252_0251,anger
bea_anger_225-252_0252,anger
bea_anger_253-280_0253,anger
bea_anger_253-280_0254,anger
bea_anger_253-280_0255,anger
bea_anger_253-280_0256,anger
bea_anger_253-280_0257,anger
bea_anger_253-280_0258,anger
bea_anger_253-280_0259,anger
bea_anger_253-280_0260,anger
bea_anger_253-280_0261,anger
bea_anger_253-280_0262,anger
bea_anger_253-280_0263,anger
bea_anger_253-280_0264,anger
bea_anger_253-280_0265,anger
bea_anger_253-280_0266,anger
bea_anger_253-280_0267,anger
bea_anger_253-280_0268,anger
bea_anger_253-280_0269,anger
bea_anger_253-280_0270,anger
bea_anger_253-280_0271,anger
bea_anger_253-280_0272,anger
bea_anger_253-280_0273,anger
bea_anger_253-280_0274,anger
bea_anger_253-280_0275,anger
bea_anger_253-280_0276,anger
bea_anger_253-280_0277,anger
bea_anger_253-280_0278,anger
bea_anger_253-280_0280,anger
bea_anger_281-308_0281,anger
bea_anger_281-308_0282,anger
bea_anger_281-308_0283,anger
bea_anger_281-308_0284,anger
bea_anger_281-308_0285,anger
bea_anger_281-308_0286,anger
bea_anger_281-308_0287,anger
bea_anger_281-308_0288,anger
bea_anger_281-308_0289,anger
bea_anger_281-308_0290,anger
bea_anger_281-308_0291,anger
bea_anger_281-308_0292,anger
bea_anger_281-308_0293,anger
bea_anger_281-308_0294,anger
bea_anger_281-308_0295,anger
bea_anger_281-308_0296,anger
bea_anger_281-308_0297,anger
bea_anger_281-308_0298,anger
bea_anger_281-308_0299,anger
bea_anger_281-308_0300,anger
bea_anger_281-308_0301,anger
bea_anger_281-308_0302,anger
bea_anger_281-308_0303,anger
bea_anger_281-308_0304,anger
bea_anger_281-308_0305,anger
bea_anger_281-308_0306,anger
bea_anger_281-308_0307,anger
bea_anger_281-308_0308,anger
bea_anger_29-56_0029,anger
bea_anger_29-56_0030,anger
bea_anger_29-56_0031,anger
bea_anger_29-56_0032,anger
bea_anger_29-56_0033,anger
bea_anger_29-56_0034,anger
bea_anger_29-56_0035,anger
bea_anger_29-56_0036,anger
bea_anger_29-56_0037,anger
bea_anger_29-56_0038,anger
bea_anger_29-56_0039,anger
bea_anger_29-56_0040,anger
bea_anger_29-56_0041,anger
bea_anger_29-56_0042,anger
bea_anger_29-56_0043,anger
bea_anger_29-56_0044,anger
bea_anger_29-56_0045,anger
bea_anger_29-56_0046,anger
bea_anger_29-56_0047,anger
bea_anger_29-56_0048,anger
bea_anger_29-56_0049,anger
bea_anger_29-56_0050,anger
bea_anger_29-56_0051,anger
bea_anger_29-56_0052,anger
bea_anger_29-56_0053,anger
bea_anger_29-56_0054,anger
bea_anger_29-56_0055,anger
bea_anger_29-56_0056,anger
bea_anger_309-336_0309,anger
bea_anger_309-336_0310,anger
bea_anger_309-336_0311,anger
bea_anger_309-336_0312,anger
bea_anger_309-336_0313,anger
bea_anger_309-336_0314,anger
bea_anger_309-336_0315,anger
bea_anger_309-336_0316,anger
bea_anger_309-336_0317,anger
bea_anger_309-336_0318,anger
bea_anger_309-336_0319,anger
bea_anger_309-336_0320,anger
bea_anger_309-336_0321,anger
bea_anger_309-336_0323,anger
bea_anger_309-336_0324,anger
bea_anger_309-336_0325,anger
bea_anger_309-336_0326,anger
bea_anger_309-336_0327,anger
bea_anger_309-336_0328,anger
bea_anger_309-336_0329,anger
bea_anger_309-336_0330,anger
bea_anger_309-336_0331,anger
bea_anger_309-336_0332,anger
bea_anger_309-336_0333,anger
bea_anger_309-336_0334,anger
bea_anger_309-336_0335,anger
bea_anger_309-336_0336,anger
bea_anger_57-84_0057,anger
bea_anger_57-84_0058,anger
bea_anger_57-84_0059,anger
bea_anger_57-84_0060,anger
bea_anger_57-84_0061,anger
bea_anger_57-84_0062,anger
bea_anger_57-84_0063,anger
bea_anger_57-84_0064,anger
bea_anger_57-84_0065,anger
bea_anger_57-84_0066,anger
bea_anger_57-84_0067,anger
bea_anger_57-84_0068,anger
bea_anger_57-84_0069,anger
bea_anger_57-84_0070,anger
bea_anger_57-84_0071,anger
bea_anger_57-84_0072,anger
bea_anger_57-84_0073,anger
bea_anger_57-84_0074,anger
bea_anger_57-84_0075,anger
bea_anger_57-84_0076,anger
bea_anger_57-84_0077,anger
bea_anger_57-84_0078,anger
bea_anger_57-84_0079,anger
bea_anger_57-84_0080,anger
bea_anger_57-84_0081,anger
bea_anger_57-84_0082,anger
bea_anger_57-84_0083,anger
bea_anger_57-84_0084,anger
bea_anger_85-112_0085,anger
bea_anger_85-112_0086,anger
bea_anger_85-112_0087,anger
bea_anger_85-112_0088,anger
bea_anger_85-112_0089,anger
bea_anger_85-112_0090,anger
bea_anger_85-112_0091,anger
bea_anger_85-112_0092,anger
bea_anger_85-112_0093,anger
bea_anger_85-112_0094,anger
bea_anger_85-112_0095,anger
bea_anger_85-112_0096,anger
bea_anger_85-112_0097,anger
bea_anger_85-112_0098,anger
bea_anger_85-112_0099,anger
bea_anger_85-112_0100,anger
bea_anger_85-112_0101,anger
bea_anger_85-112_0103,anger
bea_anger_85-112_0104,anger
bea_anger_85-112_0105,anger
bea_anger_85-112_0106,anger
bea_anger_85-112_0107,anger
bea_anger_85-112_0108,anger
bea_anger_85-112_0109,anger
bea_anger_85-112_0110,anger
bea_anger_85-112_0111,anger
bea_anger_85-112_0112,anger
bea_disgust_1-28_0001,disgust
bea_disgust_1-28_0002,disgust
bea_disgust_1-28_0003,disgust
bea_disgust_1-28_0004,disgust
bea_disgust_1-28_0006,disgust
bea_disgust_1-28_0007,disgust
bea_disgust_1-28_0008,disgust
bea_disgust_1-28_0009,disgust
bea_disgust_1-28_0010,disgust
bea_disgust_1-28_0011,disgust
bea_disgust_1-28_0012,disgust
bea_disgust_1-28_0013,disgust
bea_disgust_1-28_0014,disgust
bea_disgust_1-28_0015,disgust
bea_disgust_1-28_0016,disgust
bea_disgust_1-28_0018,disgust
bea_disgust_1-28_0019,disgust
bea_disgust_1-28_0020,disgust
bea_disgust_1-28_0021,disgust
bea_disgust_1-28_0022,disgust
bea_disgust_1-28_0023,disgust
bea_disgust_1-28_0024,disgust
bea_disgust_1-28_0025,disgust
bea_disgust_1-28_0026,disgust
bea_disgust_1-28_0027,disgust
bea_disgust_1-28_0028,disgust
bea_disgust_113-140_0113,disgust
bea_disgust_113-140_0114,disgust
bea_disgust_113-140_0115,disgust
bea_disgust_113-140_0116,disgust
bea_disgust_113-140_0117,disgust
bea_disgust_113-140_0118,disgust
bea_disgust_113-140_0119,disgust
bea_disgust_113-140_0120,disgust
bea_disgust_113-140_0121,disgust
bea_disgust_113-140_0122,disgust
bea_disgust_113-140_0123,disgust
bea_disgust_113-140_0124,disgust
bea_disgust_113-140_0125,disgust
bea_disgust_113-140_0126,disgust
bea_disgust_113-140_0127,disgust
bea_disgust_113-140_0128,disgust
bea_disgust_113-140_0129,disgust
bea_disgust_113-140_0130,disgust
bea_disgust_113-140_0131,disgust
bea_disgust_113-140_0132,disgust
bea_disgust_113-140_0133,disgust
bea_disgust_113-140_0134,disgust
bea_disgust_113-140_0135,disgust
bea_disgust_113-140_0136,disgust
bea_disgust_113-140_0137,disgust
bea_disgust_113-140_0138,disgust
bea_disgust_113-140_0139,disgust
bea_disgust_113-140_0140,disgust
bea_disgust_141-168_0141,disgust
bea_disgust_141-168_0142,disgust
bea_disgust_141-168_0143,disgust
bea_disgust_141-168_0144,disgust
bea_disgust_141-168_0145,disgust
bea_disgust_141-168_0146,disgust
bea_disgust_141-168_0147,disgust
bea_disgust_141-168_0148,disgust
bea_disgust_141-168_0149,disgust
bea_disgust_141-168_0150,disgust
bea_disgust_141-168_0151,disgust
bea_disgust_141-168_0152,disgust
bea_disgust_141-168_0153,disgust
bea_disgust_141-168_0154,disgust
bea_disgust_141-168_0155,disgust
bea_disgust_141-168_0156,disgust
bea_disgust_141-168_0157,disgust
bea_disgust_141-168_0158,disgust
bea_disgust_141-168_0159,disgust
bea_disgust_141-168_0160,disgust
bea_disgust_141-168_0161,disgust
bea_disgust_141-168_0162,disgust
bea_disgust_141-168_0163,disgust
bea_disgust_141-168_0164,disgust
bea_disgust_141-168_0165,disgust
bea_disgust_141-168_0166,disgust
bea_disgust_141-168_0167,disgust
bea_disgust_141-168_0168,disgust
bea_disgust_169-196_0169,disgust
bea_disgust_169-196_0170,disgust
bea_disgust_169-196_0171,disgust
bea_disgust_169-196_0172,disgust
bea_disgust_169-196_0173,disgust
bea_disgust_169-196_0174,disgust
bea_disgust_169-196_0175,disgust
bea_disgust_169-196_0176,disgust
bea_disgust_169-196_0177,disgust
bea_disgust_169-196_0178,disgust
bea_disgust_169-196_0179,disgust
bea_disgust_169-196_0180,disgust
bea_disgust_169-196_0181,disgust
bea_disgust_169-196_0182,disgust
bea_disgust_169-196_0183,disgust
bea_disgust_169-196_0184,disgust
bea_disgust_169-196_0185,disgust
bea_disgust_169-196_0186,disgust
bea_disgust_169-196_0187,disgust
bea_disgust_169-196_0188,disgust
bea_disgust_169-196_0189,disgust
bea_disgust_169-196_0190,disgust
bea_disgust_169-196_0191,disgust
bea_disgust_169-196_0192,disgust
bea_disgust_169-196_0193,disgust
bea_disgust_169-196_0194,disgust
bea_disgust_169-196_0195,disgust
bea_disgust_169-196_0196,disgust
bea_disgust_197-224_0197,disgust
bea_disgust_197-224_0198,disgust
bea_disgust_197-224_0199,disgust
bea_disgust_197-224_0200,disgust
bea_disgust_197-224_0201,disgust
bea_disgust_197-224_0202,disgust
bea_disgust_197-224_0203,disgust
bea_disgust_197-224_0204,disgust
bea_disgust_197-224_0205,disgust
bea_disgust_197-224_0206,disgust
bea_disgust_197-224_0207,disgust
bea_disgust_197-224_0208,disgust
bea_disgust_197-224_0209,disgust
bea_disgust_197-224_0210,disgust
bea_disgust_197-224_0211,disgust
bea_disgust_197-224_0212,disgust
bea_disgust_197-224_0213,disgust
bea_disgust_197-224_0214,disgust
bea_disgust_197-224_0215,disgust
bea_disgust_197-224_0216,disgust
bea_disgust_197-224_0217,disgust
bea_disgust_197-224_0218,disgust
bea_disgust_197-224_0219,disgust
bea_disgust_197-224_0220,disgust
bea_disgust_197-224_0221,disgust
bea_disgust_197-224_0222,disgust
bea_disgust_197-224_0223,disgust
bea_disgust_197-224_0224,disgust
bea_disgust_225-252_0225,disgust
bea_disgust_225-252_0226,disgust
bea_disgust_225-252_0227,disgust
bea_disgust_225-252_0228,disgust
bea_disgust_225-252_0229,disgust
bea_disgust_225-252_0230,disgust
bea_disgust_225-252_0231,disgust
bea_disgust_225-252_0232,disgust
bea_disgust_225-252_0233,disgust
bea_disgust_225-252_0234,disgust
bea_disgust_225-252_0235,disgust
bea_disgust_225-252_0236,disgust
bea_disgust_225-252_0237,disgust
bea_disgust_225-252_0238,disgust
bea_disgust_225-252_0239,disgust
bea_disgust_225-252_0240,disgust
bea_disgust_225-252_0241,disgust
bea_disgust_225-252_0242,disgust
bea_disgust_225-252_0243,disgust
bea_disgust_225-252_0244,disgust
bea_disgust_225-252_0245,disgust
bea_disgust_225-252_0246,disgust
bea_disgust_225-252_0247,disgust
bea_disgust_225-252_0248,disgust
bea_disgust_225-252_0249,disgust
bea_disgust_225-252_0250,disgust
bea_disgust_225-252_0251,disgust
bea_disgust_225-252_0252,disgust
bea_disgust_253-280_0253,disgust
bea_disgust_253-280_0254,disgust
bea_disgust_253-280_0255,disgust
bea_disgust_253-280_0256,disgust
bea_disgust_253-280_0257,disgust
bea_disgust_253-280_0258,disgust
bea_disgust_253-280_0259,disgust
bea_disgust_253-280_0260,disgust
bea_disgust_253-280_0261,disgust
bea_disgust_253-280_0262,disgust
bea_disgust_253-280_0263,disgust
bea_disgust_253-280_0264,disgust
bea_disgust_253-280_0265,disgust
bea_disgust_253-280_0266,disgust
bea_disgust_253-280_0267,disgust
bea_disgust_253-280_0268,disgust
bea_disgust_253-280_0269,disgust
bea_disgust_253-280_0270,disgust
bea_disgust_253-280_0271,disgust
bea_disgust_253-280_0272,disgust
bea_disgust_253-280_0273,disgust
bea_disgust_253-280_0274,disgust
bea_disgust_253-280_0275,disgust
bea_disgust_253-280_0276,disgust
bea_disgust_253-280_0277,disgust
bea_disgust_253-280_0278,disgust
bea_disgust_253-280_0279,disgust
bea_disgust_253-280_0280,disgust
bea_disgust_281-308_0281,disgust
bea_disgust_281-308_0283,disgust
bea_disgust_281-308_0284,disgust
bea_disgust_281-308_0285,disgust
bea_disgust_281-308_0286,disgust
bea_disgust_281-308_0287,disgust
bea_disgust_281-308_0288,disgust
bea_disgust_281-308_0289,disgust
bea_disgust_281-308_0290,disgust
bea_disgust_281-308_0291,disgust
bea_disgust_281-308_0292,disgust
bea_disgust_281-308_0293,disgust
bea_disgust_281-308_0294,disgust
bea_disgust_281-308_0295,disgust
bea_disgust_281-308_0296,disgust
bea_disgust_281-308_0297,disgust
bea_disgust_281-308_0298,disgust
bea_disgust_281-308_0299,disgust
bea_disgust_281-308_0300,disgust
bea_disgust_281-308_0301,disgust
bea_disgust_281-308_0302,disgust
bea_disgust_281-308_0303,disgust
bea_disgust_281-308_0304,disgust
bea_disgust_281-308_0305,disgust
bea_disgust_281-308_0306,disgust
bea_disgust_281-308_0307,disgust
bea_disgust_281-308_0308,disgust
bea_disgust_29-56_0029,disgust
bea_disgust_29-56_0030,disgust
bea_disgust_29-56_0031,disgust
bea_disgust_29-56_0032,disgust
bea_disgust_29-56_0033,disgust
bea_disgust_29-56_0034,disgust
