name,phones
Ses01F_impro01_M005,j uː k æ n t ð ɪ s ɪ z n ɑː t ð ə l aɪ n f ɔːɹ z iː ɛ k s f oːɹ ɪ f j ʊɹ ɡ oʊ ɪ ŋ t ə f ɪ l aʊ t ð ə z iː ɛ k s f oːɹ j uː n iː d t ə h æ v ɐ d ɪ f ɹ ə n t f ɔːɹ m ʌ v aɪ d iː 
Ses01F_impro01_M006,n oʊ aɪ n iː d ɐ n ʌ ð ɚ s ɛ t ʌ v aɪ d iː t ə p ɹ uː v ð ɪ s ɪ z æ k tʃ uː əl i j uː 
Ses01F_impro01_M007,aɪ d oʊ n t n oʊ b ʌ t aɪ n iː d ɐ n aɪ d iː t ə p æ s ð ɪ s f ɔːɹ m ɐ l ɔ ŋ aɪ k æ n t dʒ ʌ s t s ɛ n d ɪ ɾ ɐ l ɔ ŋ w ɪ ð aʊ t ɐ n aɪ d iː 
Ses01F_impro01_M008,n oʊ aɪ n iː d ɐ n ʌ ð ɚ ɹ aɪ d iː ɐ s ɛ p ɹ ə t w ʌ n 
Ses01F_impro01_M009,ɐ b ɜː θ s ɚ t ɪ f ɪ k ə t ɐ p æ s p oːɹ t ɐ s t uː d ə n t aɪ d iː d ɪ d n t j uː ɡ oʊ t ə s k uː l ɛ n ɪ θ ɪ ŋ 
Ses01F_impro01_M010,j ɛ h w iː k iː p ɪ ɾ ɔ n f aɪ l b ʌ t w iː n iː d ɐ n aɪ d iː t ʊ æ k s ɛ s ð æ t f aɪ l 
Ses01F_impro01_M011,aɪ d oʊ n t ʌ n d ɚ s t æ n d w aɪ ð ɪ s ɪ z s oʊ k ɑː m p l ᵻ k eɪ ɾ ᵻ d f ɔːɹ p iː p əl w ɛ n ð eɪ ɡ ɛ t h ɪ ɹ ɪ t s dʒ ʌ s t ɐ s ɪ m p əl f ɔːɹ m aɪ dʒ ʌ s t n iː d ɐ n aɪ d iː 
Ses01F_impro01_M012,æ k tʃ uː əl i t uː l ɔ ŋ 
Ses01F_impro01_M013,j ɛ h d uː j uː w ɔ n t t ə s iː m aɪ s uː p ɚ v aɪ z ɚ h ʌ j ɛ h d uː j uː w ɔ n t t ə s iː m aɪ s uː p ɚ v aɪ z ɚ f aɪ n aɪ l b iː ɹ aɪ t b æ k 
Ses01F_impro02_F000,d ɪ d j uː ɡ ɛ t ð ə m eɪ l s oʊ j uː s ɔː m aɪ l ɛ ɾ ɚ 
Ses01F_impro02_F001,j ɛ h aɪ n oʊ 
Ses01F_impro02_F002,aɪ d oʊ n t n oʊ aɪ p ʊ t ɪ n ð æ t ɹ ᵻ k w ɛ s t t uː ð eɪ d ɪ d n t 
Ses01F_impro02_F003,aɪ ɡ ɛ s j uː n oʊ ɛ v ɹ ɪ b ɑː d i h ɐ z t ə m eɪ k s æ k ɹ ᵻ f aɪ s ᵻ z 
Ses01F_impro02_F004,ð ɛɹ z p iː p əl ð æ t h æ v ɡ ɪ v ə n m oːɹ ð oʊ j uː n oʊ 
Ses01F_impro02_F005,aɪ n oʊ 
Ses01F_impro02_F006,ð ɛɹ z b eɪ b i z oʊ v ɚ ð ɛɹ ð oʊ ð æ t n iː d m ʌ ð ɚ z 
Ses01F_impro02_F007,aɪ m n ɑː t oʊ k eɪ w ɪ ð ɪ t b ʌ t aɪ d oʊ n t ɪ t s n ɑː t l aɪ k aɪ h æ v ɐ tʃ ɔɪ s aɪ d oʊ n t s iː w ʌ t k ɹ aɪ ɪ ŋ ɐ b aʊ t ɪ ɾ ɪ z ɡ oʊ ɪ ŋ t ə f ɪ k s 
Ses01F_impro02_F008,dʒ ʌ s t j uː n oʊ k ɪ k ɪ ŋ m aɪ s ɛ l f 
Ses01F_impro02_F009,l aɪ k j uː s aɪ n ʌ p b ɪ k ʌ z j uː n iː d m ʌ n i æ n d 
Ses01F_impro02_F010,θ ɪ ŋ z dʒ ʌ s t ɑːɹ n t w ʌ t ð eɪ s iː m 
Ses01F_impro02_F011,w ɪɹ d uː ɪ ŋ ð ə ɹ aɪ t θ ɪ ŋ ð oʊ 
Ses01F_impro02_F012,ɪ f n ɑː t m iː ð ɛ n h uː 
Ses01F_impro02_F013,j uː l v ɪ d ɪ oʊ t eɪ p ɛ v ɹ ɪ θ ɪ ŋ j ɛ h 
Ses01F_impro02_F014,m eɪ b iː j uː k æ n s ɛ n d ɪ t t ə m iː l aɪ k s t ɹ iː m ɪ t j ɛ h 
Ses01F_impro02_F015,l æ s t m ʌ n θ j ɛ h 
Ses01F_impro02_F016,aɪ h æ v t ə f aɪ n d s ɪ ɾ ɚ z 
Ses01F_impro02_F017,w iː v ɡ ɑː t f ɹ ɛ n d z ð æ t s w aɪ w iː m uː v d h ɪɹ h ʌ b ɪ k ʌ z ð ɛ ɹ ɪ z ɐ d eɪ k ɛɹ d aʊ n ð ə s t ɹ iː t 
Ses01F_impro02_F018,æ n d j ʊɹ m ʌ ð ɚ ɹ ɪ z k l oʊ s b aɪ 
Ses01F_impro02_F019,aɪ l s ɛ n d j uː l ɑː t s ʌ v l ɛ ɾ ɚ z 
Ses01F_impro02_F020,æ n d aɪ w ɔ n t l ɑː t s æ n d l ɑː t s æ n d l ɑː t s ʌ v p ɪ k tʃ ɚ z 
Ses01F_impro02_M000,ɪ t s n ɑː t f ɛɹ 
Ses01F_impro02_M001,aɪ d oʊ n t ʌ n d ɚ s t æ n d j uː v ɔː l ɹ ɛ d i d ʌ n s oʊ m ʌ tʃ aɪ d oʊ n t n oʊ w aɪ d uː j uː h æ v t ə ɡ oʊ b æ k 
Ses01F_impro02_M002,aɪ d oʊ n t n oʊ ɪ t s dʒ ʌ s t n ɑː t f ɛ ɹ aɪ θ ɪ ŋ k j uː v ɔː l ɹ ɛ d i m eɪ d j ʊɹ s æ k ɹ ᵻ f aɪ s 
Ses01F_impro02_M003,aɪ dʒ ʌ s t d oʊ n t s iː h aʊ ð eɪ k æ n m eɪ k j uː l iː v w ɛ n j uː h æ v ɐ n uː b eɪ b i w iː h æ v ɐ n uː k ɪ d 
Ses01F_impro02_M004,ð ɛ n w aɪ ɪ z ð æ t f ɛɹ w aɪ 
Ses01F_impro02_M005,aɪ d oʊ n t n oʊ h aʊ j uː k æ n b iː oʊ k eɪ w ɪ ð ð ɪ s aɪ d oʊ n t n oʊ w aɪ j ʊɹ n ɑː t j ʊɹ f aɪ n w ɪ ð ɪ t 
Ses01F_impro02_M006,aɪ m dʒ ʌ s t t ɹ aɪ ɪ ŋ t ə θ ɪ ŋ k ʌ v ɐ n ʌ ð ɚ w eɪ aɪ m dʒ ʌ s t t ɹ aɪ ɪ ŋ t uː 
Ses01F_impro02_M007,ð ɪ s ɪ z ɐ s t uː p ɪ d w ɔːɹ 
Ses01F_impro02_M008,aɪ n oʊ 
Ses01F_impro02_M009,aɪ dʒ ʌ s t d oʊ n t s iː w aɪ ɪ t h ɐ z t ə b i j uː 
Ses01F_impro02_M010,w ʌ t æ m aɪ ɡ oʊ ɪ ŋ t ə d uː h ʌ 
Ses01F_impro02_M011,j ɛ h 
Ses01F_impro02_M012,d oʊ n t j uː ɡ aɪ z h æ v æ k s ɛ s t ə k ə m p j uː ɾ ɚ z oʊ v ɚ ð ɛɹ 
Ses01F_impro02_M013,aɪ dʒ ʌ s t d oʊ n t n oʊ h aʊ aɪ m ɡ oʊ ɪ ŋ t ə d uː ɪ t w ɪ ð aʊ t j uː 
Ses01F_impro02_M014,aɪ k æ n t ɹ eɪ z ɐ b eɪ b i b aɪ m aɪ s ɛ l f h aʊ 
Ses01F_impro02_M015,aɪ n oʊ 
Ses01F_impro02_M016,ɪ t s dʒ ʌ s t n ɑː t f ɛɹ 
Ses01F_impro03_F000,w ɛ l v eɪ ɡ ə s w ʌ z ɔː s ʌ m 
Ses01F_impro03_F001,æ n d ʌ m aɪ ɡ ɑː t m æ ɹ i d 
Ses01F_impro03_F002,j ɛ h ɪ n ð ɪ oʊ l d t aʊ n p ɑːɹ t 
Ses01F_impro03_F003,tʃ ʌ k 
Ses01F_impro03_F004,ʌ m j ɛ s ɪ t w ʌ z v ɛ ɹ i ɹ oʊ m æ n t ɪ k 
Ses01F_impro03_F005,ɪ t w ʌ z æ t ð ə s l ɑː t m ə ʃ iː n z 
Ses01F_impro03_F006,j uː h ʌ j uː h ʌ h iː w ʌ n b ɪ ɡ æ n d h iː æ n d h iː ɹ iː ə l aɪ z d ð æ t ð ɪ oʊ n l i θ ɪ ŋ ð æ t w ʊ d m eɪ k ɪ t b ɛ ɾ ɚ w ʌ z m iː æ z h ɪ z b ɹ aɪ d 
Ses01F_impro03_F007,h eɪ l ɛ t s ɡ ɛ t m æ ɹ i d æ n d aɪ s ɛ d oʊ k eɪ 
Ses01F_impro03_F008,j ɛ h w ɛ l j uː n oʊ b ɪ k ʌ z h iː z l iː v ɪ ŋ ð ə n ɛ k s t d eɪ 
Ses01F_impro03_F009,b ʌ t w ɪɹ ɡ oʊ ɪ ŋ t ə h æ v ɐ h ʌ n ɪ m uː n k ɹ uː z 
Ses01F_impro03_F010,oʊ aɪ h æ d ə n t iː v ə n θ ɔː t ɐ b aʊ t ð æ t 
Ses01F_impro03_F011,h iː z n ɑː t ɡ oʊ ɪ ŋ t ə b i ɐ s ɪ ɾ ɪ z ə n ð oʊ 
Ses01F_impro03_F012,oʊ t oʊ ɾ əl i 
Ses01F_impro03_F013,aɪ ɡ ɛ s aɪ l aɪ ɡ ɛ s aɪ l h æ v ɐ n ɪ n t ɚ n ɛ t h ʌ s b ə n d 
Ses01F_impro03_F014,aɪ h æ v ɐ n ɪ n t ɚ n ɛ t b ɔɪ f ɹ ɛ n d aɪ ɡ ɛ s aɪ l h æ v t ə dʒ ʌ ɡ əl ð ə t uː ɪ z ð æ t tʃ iː ɾ ɪ ŋ aɪ d oʊ n t n oʊ h ə m 
Ses01F_impro03_F015,j ɛ h s oʊ h iː z k ɔː l ɪ ŋ m iː n aʊ 
Ses01F_impro03_F016,h iː l aɪ k s t ə k iː p t æ b z j uː n oʊ 
Ses01F_impro03_F017,ʌ aɪ θ ɪ ŋ k s ɛ v ə n h ʌ n d ɹ ɪ d æ n d f ɪ f t i d ɑː l ɚ z 
Ses01F_impro03_F018,p ɛ n i s l ɑː t s ð æ t s w ʌ t h iː p l eɪ z 
Ses01F_impro03_F019,j ɛ h 
Ses01F_impro03_F020,oʊ 
Ses01F_impro03_F021,j ɛ h w iː p l eɪ d w iː l ʌ v f ɔːɹ tʃ ʊ n p ɛ n ɪ z ɪ t s l aɪ k ɐ dʒ aɪ ə n t θ ɪ ŋ w ɪ ð l aɪ k 
Ses01F_impro03_F022,f ɪ f t i b ʌ k s ɛ m ɛ m eɪ tʃ ɛ m ɛ m 
Ses01F_impro03_F023,j ɛ h 
Ses01F_impro03_F024,w ɛ l s oʊ n aʊ w ɪɹ m æ ɹ i d w iː h æ v k æ t tʃ ɪ l d ɹ ə n 
Ses01F_impro03_F025,w iː ɹ ᵻ n eɪ m d b ɹ ɛ n d ə l ʌ m b ɚ dʒ æ n ɪ t 
Ses01F_impro03_F026,ʃ iː n iː d z ɐ n uː n eɪ m iː tʃ s t eɪ t ð æ t w iː ɡ oʊ ɪ n t ʊ 
Ses01F_impro03_M000,s oʊ w ʌ t s ʌ p w ʌ t s n uː 
Ses01F_impro03_M001,j ɛ h aɪ h ɜː d 
Ses01F_impro03_M002,ʃ ʌ t ʌ p n oʊ ɪ n v eɪ ɡ ə s 
Ses01F_impro03_M003,h uː d ɪ d j uː m æ ɹ i 
Ses01F_impro03_M004,d ɪ d j uː p ɹ ə p oʊ z t ə j uː 
Ses01F_impro03_M005,oʊ ð ə w iː l ʌ v f ɔːɹ tʃ ʊ n s l ɑː t s 
Ses01F_impro03_M006,h iː t ɜː n d t ə j uː æ n d w ʌ z l aɪ k 
Ses01F_impro03_M007,ð æ t s ɹ iə l i ɹ oʊ m æ n t ɪ k 
Ses01F_impro03_M008,j ɛ h 
Ses01F_impro03_M009,d ʌ z ð æ t m iː n ð æ t j ʊɹ ɡ oʊ ɪ ŋ t ə ɡ ɛ t s ɪ ɾ ɪ z ə n ʃ ɪ p t uː ɪ n ɪ n ɪ ŋ ɡ l ə n d ɔːɹ w ʌ t ɛ v ɚ 
Ses01F_impro03_M010,j ɛ h θ ɪ ŋ k ɐ b aʊ t ð æ t 
Ses01F_impro03_M011,j ɛ h b ʌ t h iː l h æ v l aɪ k ɐ l ɔ ŋ v iː z ə k æ n j uː ɡ oʊ v ɪ z ɪ t ð ɛ n f ɚ ɹ ə l ɔ ŋ t aɪ m 
Ses01F_impro03_M012,oʊ h aʊ ɑːɹ j uː ɡ oʊ ɪ ŋ t ə d uː ð ə l ɔ ŋ d ɪ s t ə n s θ ɪ ŋ s oʊ w eɪ t ɑːɹ j uː ɡ oʊ ɪ ŋ t ə m uː v ð ɛɹ 
Ses01F_impro03_M013,l aɪ k j uː n iː d ɐ n ʌ ð ɚ w ʌ n ʌ v ð oʊ z 
Ses01F_impro03_M014,ɪ z ð æ t j ʊɹ f oʊ n 
Ses01F_impro03_M015,h iː l ʌ v z j uː 
Ses01F_impro03_M016,h aʊ m ʌ tʃ d ɪ d h iː w ɪ n æ t ð ə s l ɑː t 
Ses01F_impro03_M017,ɹ iə l i p ɛ n i s l ɑː t s 
Ses01F_impro03_M018,w aʊ 
Ses01F_impro03_M019,aɪ m ɐ b ɪ ɡ f æ n ʌ v ð ə w iː l ʌ v f ɔːɹ tʃ ʊ n k w ɔːɹ ɾ ɚ z b ʌ t ɪ t dʒ ʌ s t k ɔ s t s s oʊ m ʌ tʃ aɪ d oʊ n t n oʊ 
Ses01F_impro03_M020,b ʌ t ð ə p ɛ n ɪ z ɔː l w eɪ z ɡ ɛ t j uː b ɪ k ʌ z j uː ɛ n d ʌ p s p ɛ n d ɪ ŋ l aɪ k j uː n oʊ f ɪ f t i b ʌ k s 
Ses01F_impro03_M021,l aɪ k w eɪ t b ʌ t ɪ t s dʒ ʌ s t p ɛ n ɪ z j ʊɹ l aɪ k w eɪ t ɐ m ɪ n ɪ t aɪ m ɔ n t ə j uː 
Ses01F_impro03_M022,ɔː s ʌ m 
Ses01F_impro03_M023,k æ t b eɪ b i z 
Ses01F_impro03_M024,ð æ t s f ɛ ɹ ɪ n ʌ f 
Ses01F_impro04_F000,ʌ w ʌ t k ɹ eɪ ɡ z l ɪ s t oʊ ð ɪ ɪ n t ɚ n ɛ t θ ɪ ŋ 
Ses01F_impro04_F001,aɪ d oʊ n t n oʊ ɪ z ə n t ð æ t ð æ t s ɔː l l aɪ k ɛ s k ɔːɹ t s ɜː v ɪ s ᵻ z æ n d θ ɪ ŋ z l aɪ k ð æ t 
Ses01F_impro04_F002,aɪ d oʊ n t n oʊ aɪ m iː n aɪ v b ɪ n l ʊ k ɪ ŋ f ɔːɹ s oʊ l ɔ ŋ ð æ t aɪ dʒ ʌ s t f ɪ ɡ ɚ d ð æ t aɪ m iː n aɪ θ ɪ ŋ k θ ɪ ŋ z l aɪ k m ɔ n s t ɚ ɹ ɑː ɹ ɐ l ɑː t m oːɹ ɹ ᵻ l aɪ ə b əl ð ɐ n dʒ ʌ s t s ʌ m ɹ æ n d ə m f ɹ iː b oːɹ d 
Ses01F_impro04_F003,w ʌ t k aɪ n d ə v ə dʒ ɑː b 
Ses01F_impro04_F004,ɹ iə l i 
Ses01F_impro04_F005,h iː dʒ ʌ s t 
Ses01F_impro04_F006,j uː n oʊ w ʌ t aɪ h ɜː d ɐ b aʊ t ð æ t dʒ ɑː b aɪ ɐ p l aɪ d f ɔːɹ ð æ t 
Ses01F_impro04_F007,j ɛ h aɪ s ɔː ɐ p oʊ s t ɪ ŋ æ t ð ə θ iə ɾ ɚ 
Ses01F_impro04_F008,h iː ɡ ɑː t ɪ t 
Ses01F_impro04_F009,j ɛ h 
Ses01F_impro04_F010,w ʌ t d ɪ d h iː d uː w ʌ t w ʌ z s oʊ ɡ ɹ eɪ t aɪ d oʊ n t ʌ n d ɚ s t æ n d w aɪ ð eɪ w ʊ d p ɪ k h ɪ m oʊ v ɚ m iː 
Ses01F_impro04_F011,ɐ ɹ ᵻ z uː m 
Ses01F_impro04_F012,n oʊ 
Ses01F_impro04_F013,aɪ dʒ ʌ s t aɪ m iː n aɪ k ɔː l p iː p əl ʌ p æ n d aɪ t ɛ l ð ɛ m w ʌ t aɪ m ɡ ʊ d æ t 
Ses01F_impro04_F014,j ɛ h 
Ses01F_impro04_F015,aɪ d oʊ n t l aɪ k aɪ d oʊ n t l aɪ k s ɛ n d ɪ ŋ θ ɪ ŋ z ɪ n ð ə m eɪ l aɪ d oʊ n t w ɔ n t m aɪ ɪ n f ɚ m eɪ ʃ ə n aʊ t ð ɛɹ 
Ses01F_impro04_F016,aɪ m ð ɛ ɹ ɪ n f ɹ ʌ n t ʌ v ð ɛ m aɪ m t ɛ l ɪ ŋ ð ɛ m w ʌ t aɪ m ɡ ʊ d æ t 
Ses01F_impro04_F017,w aɪ ɪ t s ɐ p iː s ʌ v p eɪ p ɚ 
Ses01F_impro04_F018,aɪ dʒ ʌ s t d oʊ n t w ɔ n t ð ɪ s p eɪ p ɚ t ɹ eɪ l j uː n oʊ aɪ dʒ ʌ s t d oʊ n t w ɔ n t θ ɪ ŋ z f ɑː l oʊ ɪ ŋ m iː ɚ ɹ aʊ n d l aɪ k 
Ses01F_impro04_F019,ɪ t s dʒ ʌ s t j uː n oʊ aɪ v h æ d ð ɪ s p ɹ ɑː b l ə m b ᵻ f oːɹ j ʊɹ n ɑː t ð ə f ɜː s t p ɜː s ə n t ə t ɛ l m iː ð æ t aɪ n iː d ɐ ɹ ᵻ z uː m b ʌ t 
Ses01F_impro04_F020,aɪ dʒ ʌ s t aɪ dʒ ʌ s t θ ɪ ŋ k ɪ t s k aɪ n d ʌ v p ɹ ɛ dʒ uː d ɪ s t æ n d ð eɪ ɑːɹ ɹ iə l i d ɪ s k ɹ ɪ m ᵻ n eɪ ɾ ɪ ŋ ɐ ɡ ɛ n s t p iː p əl h uː dʒ ʌ s t ɑːɹ n t ð æ t w eɪ 
Ses01F_impro04_F021,ð æ t s b ə l oʊ n i ð æ t s b ə l oʊ n i 
Ses01F_impro04_F022,p l iː z 
Ses01F_impro04_F023,j uː θ ɪ ŋ k ð æ t j ʊɹ b ɛ ɾ ɚ ð ɐ n m iː b ɪ k ʌ z aɪ d oʊ n t h æ v ɐ k ɑːɹ 
Ses01F_impro04_F024,j uː n oʊ j ʊɹ ɹ aɪ d ɪ ŋ ð ə b ʌ s t uː 
Ses01F_impro04_F025,w aɪ w ʌ t tʃ ɔɪ s 
Ses01F_impro04_F026,j ʊɹ s eɪ v ɪ ŋ ð ɪ ɛ n v aɪ ɹ ə n m ə n t ɛ m ɛ m eɪ tʃ ɛ m ɛ m 
Ses01F_impro04_F027,ɪ n t ɹ ɛ s t ɪ ŋ ð æ t s f æ n t æ s t ɪ k 
Ses01F_impro04_F028,aɪ m n ɑː t f ɹ ʌ s t ɹ eɪ ɾ ᵻ d 
Ses01F_impro04_F029,h uː d uː j uː θ ɪ ŋ k j uː ɑːɹ 
Ses01F_impro04_F030,j uː ɑːɹ s oʊ h aɪ æ n d m aɪ ɾ i aɪ dʒ ʌ s t 
Ses01F_impro04_F031,oʊ aɪ m s eɪ v ɪ ŋ ð ɪ ɛ n v aɪ ɹ ə n m ə n t aɪ m ɹ aɪ d ɪ ŋ ð ɪ s k ɑːɹ b ɪ k ʌ z aɪ aɪ w ɔ n t t uː 
Ses01F_impro04_F032,ð ə b ʌ s aɪ m ɹ aɪ d ɪ ŋ ð ə b ʌ s b ɪ k ʌ z aɪ w ɔ n t t uː 
Ses01F_impro04_F033,aɪ k æ n n ɑː t j uː ɑːɹ n ɑː t h ɪɹ b aɪ tʃ ɔɪ s n oʊ b ɑː d i w ʊ d ɹ aɪ d ð ɪ s b ʌ s b aɪ tʃ ɔɪ s 
Ses01F_impro04_M000,h æ v j uː t ɹ aɪ d ʌ k ɹ eɪ ɡ z l ɪ s t 
Ses01F_impro04_M001,j ɛ h 
Ses01F_impro04_M002,n oʊ ð ɛɹ z ɹ ɛ ɡ j ʊ l ɚ dʒ ɑː b z ɔ n ð ɛɹ 
Ses01F_impro04_M003,ʌ h ʌ 
Ses01F_impro04_M004,aɪ m dʒ ʌ s t s eɪ ɪ ŋ aɪ h æ v ɐ f ɹ ɛ n d ð æ t ɡ ɑː t ɐ ɡ ʊ d dʒ ɑː b ɔ n ɪ t s oʊ aɪ w ʌ z dʒ ʌ s t ɹ ɛ k ə m ɛ n d ɪ ŋ ɪ t 
Ses01F_impro04_M005,h iː z l aɪ k ɐ m æ n ɪ dʒ ɚ f ɚ ɹ ə θ iə ɾ ɚ 
Ses01F_impro04_M006,h iː z l aɪ k ɐ h aʊ s m æ n ɪ dʒ ɚ j ɛ h ɪ t s ɐ ɡ ʊ d dʒ ɑː b 
Ses01F_impro04_M007,j uː d ɪ d 
Ses01F_impro04_M008,j ɛ h 
Ses01F_impro04_M009,j uː v b ɪ n l ʊ k ɪ ŋ f ɚ ɹ ə dʒ ɑː b f ɚ ɹ ə l ɔ ŋ t aɪ m ð æ t w ʌ z ɐ l ɔ ŋ t aɪ m ɐ ɡ oʊ ɹ aɪ t 
Ses01F_impro04_M010,h ə m 
Ses01F_impro04_M011,aɪ d oʊ n t n oʊ h iː h æ d ɐ ɹ iə l i ɡ ʊ d ɹ ᵻ z uː m aɪ ɡ ɛ s æ n d 
Ses01F_impro04_M012,j ɛ h d uː j uː h æ v ɐ ɹ ᵻ z uː m 
Ses01F_impro04_M013,ɪ t s k aɪ n d ʌ v h ɛ l p f əl w ɛ n ɡ ɛ ɾ ɪ ŋ ɐ dʒ ɑː b 
Ses01F_impro04_M014,w ɛ l m eɪ b iː w iː ʃ ʊ d s ɪ t d aʊ n s ʌ m t aɪ m æ n d j uː k æ n dʒ ʌ s t t ɛ l m iː ɔː l ð ə s t ʌ f ð æ t j uː h æ v d ʌ n æ n d aɪ l ɹ aɪ t ɪ ɾ aʊ t 
Ses01F_impro04_M015,n oʊ j uː k æ n ɔːɹ j uː k æ n dʒ ʌ s t b ɹ ɪ ŋ ɪ ɾ ɪ n p ɜː s ə n b ʌ t ð eɪ n iː d dʒ ɛ n ɚ ɹ əl i s ʌ m θ ɪ ŋ t ə s iː j uː n oʊ w ʌ t k aɪ n d ʌ v w ʌ t ð æ t j uː v d ʌ n w ʌ t k aɪ n d ʌ v 
Ses01F_impro04_M016,j ɛ h b ʌ t ð ə p iː s ʌ v p eɪ p ɚ h ɛ l p s t uː 
Ses01F_impro04_M017,n oʊ b ʌ t ɪ t h ɐ z ɐ n aʊ t l aɪ n j uː n oʊ 
Ses01F_impro04_M018,aɪ n oʊ oʊ k eɪ w ɛ l ʌ m m eɪ b iː 
Ses01F_impro04_M019,j ɛ h 
Ses01F_impro04_M020,oʊ k eɪ j ɛ h aɪ w ʊ d ɪ m æ dʒ ɪ n 
Ses01F_impro04_M021,w ɛ l s ʌ m t aɪ m z j uː h æ v t ə d uː θ ɪ ŋ z ð æ t j uː d oʊ n t n ɛ s ɪ s ɛ ɹ ᵻ l i l aɪ k t ə d uː t ə h æ v ɐ dʒ ɑː b b ʌ t ð ə dʒ ɑː b ɐ f oːɹ d z j uː m ʌ n i j uː w oʊ n t æ v t ə b iː t eɪ k ɪ ŋ ð ə b ʌ s ɹ aɪ t n aʊ 
Ses01F_impro04_M022,m eɪ b iː ɡ ɛ t ɐ k ɑːɹ 
Ses01F_impro04_M023,aɪ dʒ ʌ s t j uː n oʊ θ ɪ ŋ k j uː ʃ ʊ d t ɹ aɪ ɐ l ɪ ɾ əl h ɑːɹ d ɚ m eɪ b iː 
Ses01F_impro04_M024,aɪ d ɪ d n t s eɪ ð æ t 
Ses01F_impro04_M025,aɪ ɐ m ɹ aɪ d ɪ ŋ ð ə b ʌ s b ʌ t b aɪ tʃ ɔɪ s 
Ses01F_impro04_M026,t ə s eɪ v ð ɪ ɛ n v aɪ ɹ ə n m ə n t k ɑːɹ p uː l 
Ses01F_impro04_M027,j ɛ s w ʌ n l ɛ s k ɑː ɹ æ ɾ ə t aɪ m 
Ses01F_impro04_M028,ɛ m ɛ m eɪ tʃ ɛ m ɛ m 
Ses01F_impro04_M029,j uː n oʊ j uː d oʊ n t h æ v t ə t eɪ k aʊ t j ʊɹ f ɹ ʌ s t ɹ eɪ ʃ ə n ɔ n m iː j uː n oʊ dʒ ʌ s t b ɪ k ʌ z 
Ses01F_impro04_M030,j uː k æ n t ɡ ɛ t ɐ dʒ ɑː b æ n d ɹ ᵻ f j uː z t ə h æ v ɐ ɹ ᵻ z uː m 
