name,phones
0001_000048,s. i.ɜ x ou5 p u5 ts ɑu2 l ə1 w o2 l aiɜ l ə1 tɕh i2 ŋ ts. i.2 s. i.5  
0001_000049,t i5 k ei2 w o2 j i5 ɕ iɛ5 tsh ai2 tɕh iouɜ x oɜ ts. i.2 x w ɑ5  
0001_000050,m ei2 tsh i̪5 tɕ j ɑu5 w o2 t ou5 p u5 k ei2 x onɡɜ p ɑu5 p u5 kh ai5 ɕ i5 n  
0001_000051,m eiɜ k w a5 n ɕ i5 j iɛ2 ɕ y2 th ɑ5 l ɑu2 ph oɜ x uei5 ɕ iɛ5 l u5 m i5 m i5  
0001_000052,n i2 p u5 j i5 ŋ k ai5 x ai5 ph ɑ5 kh ai5 s. i.2 j i5 t ua5 n ɕ i5 n t ə1 k a2 n tɕh iɜ ŋ  
0001_000053,w o2 kh ə2 n t i5 ŋ x uei5 t ə1 n ɑ5 j i2 x ou5 w o2 p u5 w uə5 n l ə1  
0001_000054,w o2 s. i.5 tɕ i5 ʲ yɜ ʐ əɜ n k onɡ5 ts. i.5 n əɜ ŋ ɕ i5 th onɡ2 p ei5 ts.h w ɑ5 ŋ ts ɑu5 t ə1  
0001_000055,th ɑ5 s. i.ɜ tɕ i5 x uei5 ɕ iɜ ŋ ts.h əɜ ŋ j i5 j iɑ2 ŋ x w ɑ5 th a5 n  
0001_000056,w o2 tsh a5 n tɕ iɑ5 l ə1 j i5 k o1 j iou2 k w a5 n tɕh yæɜ n tɕh iouɜ p iɛ5 n n ua2 n t ə1 tɕ iɜ x uei5  
0001_000057,th j ɑu5 w u2 x ɑu2 n aɜ n j iɑ1 w o2 x aiɜ ts. ə5 ŋ ts ai5 l iɛ5 n tɕ i5 p ə2 n k onɡ5  
0001_000058,ʐ a5 ŋ ʐ əɜ n kh a5 n s. a5 ŋ tɕh y5 tɕ iou5 k a2 n t ɑu5 kh w a5 n k w a2 ŋ tɕh i5 ph o5 f ei5 f aɜ n  
0001_000059,ts. i.2 j ɑu5 s. i.5 w o2 n əɜ ŋ w ɑɜ n x ɑu2 t ə1 w o2 t ou5 ɕ i2 x ua1 n  
0001_000060,ts uo5 t ə1 th iɛ2 ts. i.2 ɕ y5 j ɑu5 t ɑ5 yɛ5 ər5 s. i.ɜ f ə5 n ts. onɡ5  
0001_000061,ɕ iɑ5 k o1 yɛ5 w o2 tɕ iɛ2 tɕ iɛ2 j ɑu5 tɕ iɛɜ x w uə5 n l ə1  
0001_000062,w o2 s. i.5 s. w o5 n l u5 k uo5 l aiɜ k ə5 n n i2 k ɑu5 p iɛɜ t ə1  
0001_000063,n i2 ts. i.5 t ɑu5 w o2 x ə2 n n u2 l i5 t ə1 ts ai5 tɕ iɛ5 tɕ iou2  
0001_000064,w o2 k ɑu5 th uei5 l ə1 w ɑ2 n s. a5 ŋ x ueiɜ tɕh y5 ph ai5 k ei2 n i2  
0001_000065,j i5 t iɛ2 n j iɛ2 p u5 ts.h ɑ5 ɕ iɛ5 n p ɑ2 w o5 x ɑu2 ɕ iɛ5 n ts ai5 p ɑ1  
0001_000066,w o2 m ə1 n kh o2 j i2 tɕh y5 t j ɑu5 ʲ yɜ l j ɑuɜ th iɛ5 n x aiɜ j iou2 j iɛ2 j iɜ ŋ  
0001_000067,n i2 s. ə5 n s. ə5 n t ə1 j i5 n ts ai5 w o2 t ə1 n ɑu2 x ai2 l i2  
0001_000068,w o2 j i5 ŋ k ai5 k ei2 n y2 ph əɜ ŋ j iou1 m ai2 m eiɜ k uei1 k uei5 x w ɑ5 t ə1  
0001_000069,j i2 x ou5 p u5 j ɑu5 x o5 n ɑ5 m o1 t uo5 l ə1 s. a5 ŋ s. ə5 n th i2  
0001_000070,ɕ i5 n t onɡ5 p u5 ʐ uɜ ɕ iɜ ŋ t onɡ5 w o2 p u5 th ai5 s. a5 n ts.h ɑɜ ŋ m ai5 m əɜ ŋ  
0001_000071,ts. i.2 j ɑu5 l i5 ŋ ʐ əɜ n k u2 w u2 t ə1 t iɛ5 n j i2 ŋ w o2 t ou5 ɕ i2 x ua1 n  
0001_000072,ts i̪5 l j ɑu5 tɕh yæɜ n t ou5 p u5 tɕ iɛ5 n l ə1 tɕh i5 s i̪2 w o2 l ə1  
0001_000073,th ɑ5 ts onɡ2 s. i.5 t ai5 ɕ iɑ5 ŋ th iɛɜ n th iɛɜ n t ə1 w ei5 ɕ j ɑu5  
0001_000074,tɕ i5 n n iɛɜ n j i5 ŋ k ai5 s. i.5 t i5 ər5 s. i.ɜ tɕh i5 k o1 tɕ j ɑu5 s. i.5 tɕ iɛɜ  
0001_000075,w o2 j iɛ2 ɕ iɑ2 ŋ tɕh y5 kh a5 n kh o2 ai5 t ə1 ɕ yɜ ŋ m ɑu5  
0001_000076,s. i.5 t ə1 n i2 s. i.5 k o1 t ɑ5 kh uai5 th ouɜ w o2 s. i.5 s. ou2 m əɜ n yæɜ n  
0001_000077,ts ou5 x w uə5 n l i2 tɕ i5 n ɕ iɜ ŋ tɕh y5 l ə1 th ɑ5 m ə1 n k uo5 l aiɜ l ə1  
0001_000078,th ɑ5 m ə1 n t ə1 s. o5 tɕ i5 w ai5 ɕ iɜ ŋ ɕ j ɑu2 tɕh j ɑu2 kh o2 t a5 n s. ou2 tsh ɑu5 ts uo5  
0001_000079,ʐ əɜ n m ə1 n t a5 ŋ ʐ aɜ n t ou5 tɕ j ɑu5 th ɑ5 ɑu5 l iɜ n ph i2 kh o5 ts. i.5 f u5  
0001_000080,kh a5 n j iɑ1 w o2 m ə1 n ts.h ɑ5 p u5 t uo5 tɕ iou5 ts. w ɑ5 ŋ s. i.5 x ɑu2 l ə1  
0001_000081,ts. o5 k o1 ts. ə5 n s. a5 ŋ s uo2 j iou2 t ə1 ʐ əɜ n t ou5 ɕ i2 x ua1 n ts.h o2 ɕ iɛɜ n x w ɑ5  
0001_000082,th i5 ŋ s. w o5 n i2 j ɑu5 tɕh y5 ɕ iɑ5 ŋ k a2 ŋ kh a5 n n i2 s. u5 s. u5  
0001_000083,n i2 s. ə5 n s. a5 ŋ t ə1 m ei2 j i5 t iɛ2 n t ou5 ɕ i5 j i2 n ts. o1 w o2  
0001_000084,th ɑ5 x ɑu2 ɕ iɑ5 ŋ k ə5 n th ɑ5 t ə1 m i5 s. u5 j iou2 k uo5 j i5 th uei2  
0001_000085,s. i.5 ɑ1 th ɑ5 t ə1 tɕ iɛ5 n kh ɑ5 ŋ w o2 ts onɡ2 f a5 ŋ ɕ i5 n p u5 ɕ iɑ5  
0001_000086,ts. ə5 n ɕ iɑ2 ŋ p u5 t ɑu5 j iouɜ yu2 ŋ tɕ i5 ŋ j iou2 ʐ uɜ tsh i̪2 t uo5 t ə1 x ɑu2 ts.h u5  
0001_000087,s. i.5 m eiɜ s. əɜ n m o1 t a5 n s. i.5 th i2 ŋ p iɛɜ n iou2 t ə1  
0001_000088,ɕ iɑ5 ŋ k a2 ŋ x ai2 j iɑɜ ŋ k onɡ5 yæɜ n ts. u2 ʐ əɜ n kh uai5 t ai5 w o2 tɕh y5  
0001_000089,s. i.5 k o1 p i5 ŋ tɕh iɜ l iɜ n th ɑuɜ x w ɑ5 tɕh yɛ5 s. i.ɜ x ə2 n ph j ɑu5 l iɑ5 ŋ  
0001_000090,x aiɜ p u5 th ai5 ts ɑu5 k ɑu5 t a5 n s. i.5 t ə1 th a2 ŋ ts ai5 ts.h w ɑɜ ŋ s. a5 ŋ  
0001_000091,ʐ uɜ k uo2 j iou2 w o2 n əɜ ŋ p a5 ŋ m aɜ ŋ t ə1 tɕh i2 ŋ k ɑu5 s u1 w o2  
0001_000092,p u5 x uei5 ts. o5 m o1 tsh ou5 tɕh j ɑu2 p ɑ1 w o2 j iɛ2 s. i.5 s. i.ɜ l iou5  
0001_000093,p iɛɜ p u5 x ɑu2 j i5 s i̪5 ts ai5 t uo5 ts.h i.5 ɕ iɛ5 tɕ i5 ʐ ou5  
0001_000094,x ə2 n s. əɜ n tɕh iɜ t ə1 j iɑ5 ŋ ts i̪1 w o2 k ɑu2 p u5 t onɡ2 w ei5 s. əɜ n m o1  
0001_000095,w o2 t ɑu5 s. i.5 j iou2 j i5 k o1 ai5 x ɑu2 s. ou5 tsh aɜ ŋ k u2 t onɡ2  
0001_000096,p iɛɜ ɕ j ɑu2 kh a5 n w o2 ts. o5 f ɑ5 ɕ iɜ ŋ w o2 x aiɜ m aɜ n ɕ i2 x ua1 n t ə1  
0001_000097,n i2 n y2 ərɜ x oɜ th ɑ5 m ɑ5 m ɑ5 ts.h ɑɜ ŋ t ə1 x ə2 n ɕ iɑ5 ŋ  
0001_000098,w o2 ts. i.2 x uei5 t ou5 t ou5 t ə1 ts. u2 s. əɜ n m o1 t ə1  
0001_000099,t ə1 l ə1 p ɑ1 p iɛɜ ts. o5 m o1 t a2 n ɕ j ɑu2 l ɑ1  
0001_000100,tɕ iou5 tɕ i5 ŋ ts.h ɑɜ ŋ tɕh y5 w o2 m ə1 n s u5 s. o2 f u5 tɕ i5 n t ə1 tɕ iou2 p ɑ1  
0001_000101,x ə2 n kh uai5 ts.h o5 tɕ iou5 kh o2 ts i̪5 t onɡ5 kh ai5 l ə1  
0001_000102,w o2 ts uoɜ th iɛ5 n ʲ y5 t ɑu5 m ɑ2 kh o5 th ɑ5 kh a5 n tɕh i2 l aiɜ x ə2 n j iou5 ʲ y5  
0001_000103,k a2 n tɕ yɛɜ x ɑu2 w uə5 n n ua2 n j iɑ1 x ɑu2 t ə1 j i5 x uei5 ərɜ tɕ iɛ5 n  
0001_000104,m eiɜ j iou2 ts. ɑu2 t ɑu5 ts. ə5 ŋ ʲ yɜ t ə1 tɕ i5 s. i.ɜ  
0001_000105,w o2 m ə1 n l iɑ2 x oɜ p u5 l aiɜ x aiɜ tɕ i5 ŋ ts.h ɑɜ ŋ ts.h ɑu2 tɕ iɑ5  
0001_000106,ts uo5 p u5 l ə1 s. əɜ n m o1 th onɡ5 ts.h ɑɜ ŋ w o2 x uei5 p ɑu2 ts.h i.ɜ ts.h əɜ n m o5  
0001_000107,w o2 t ə1 p j ɑu2 l iɑ2 ŋ t iɛ2 n s i̪5 s. i.ɜ ər5 kh o2 s. i.5 th ɑ5 j iou2 t iɛ2 n kh uai5  
0001_000108,ʐ a5 ŋ w o2 m ə1 n kh a5 n kh a5 n n ɑ2 j i5 ts. onɡ2 tɕh iouɜ tɕ i5 p i2 tɕ j ɑu5 x ɑu2  
0001_000109,th ai5 p a5 ŋ l ə1 w o2 tɕh iɜ s. i.ɜ th i2 ŋ o5 t ə1  
0001_000110,ts i̪5 tɕ i2 t ə1 s. i.5 tɕh iɜ ŋ j ɑu5 ts i̪5 tɕ i2 ts uo5  
0001_000111,m ei2 th iɛ5 n ts ɑu2 ts.h ə1 n t ou5 s. i.5 w o2 m ɑ5 m ɑ5 p a5 ŋ th ɑ5 ɕ i5 t ə1  
0001_000112,n ɑ5 p a5 ŋ tɕ iɜ l ə1 tɕh iɜ s. i.ɜ ɕ i5 n tɕh iɜ ŋ th i2 ŋ p u5 tsh uo5  
0001_000113,m ɑ2 l i5 n i2 kh a5 n l aiɜ x ə2 n ɕ i2 x ua1 n w ɑ5 kh u2 w o2  
0001_000114,w o2 j iɛ2 s. i.5 w o2 x aiɜ j iou2 t iɛ2 n ərɜ kh ou2 kh o2  
0001_000115,ts. ə5 n s. i.5 k o1 x ɑu2 ɕ iɜ k w a5 n th onɡ5 ts.h ɑɜ ŋ kh a5 n s. u5 x uo5 ɕ j ɑu5 tɕh iɛ2 n  
0001_000116,m eiɜ j iou2 p u5 k uo5 w o2 m ə1 n tɕh y5 l ə1 kh ə2 n n iɜ t iɜ ts. onɡ5 ɕ i5 n  
0001_000117,kh uai5 t iɛ2 n tɕh i2 ts.h w ɑɜ ŋ w o2 ts ai5 k onɡ5 ʲ y5 m əɜ n kh ou2 t ə2 ŋ n i2  
0001_000118,n i2 t ə1 th onɡɜ ɕ yɛɜ p ɑ2 n i2 k ei2 ts. uo5 n onɡ5 l ə1 p ɑ1  
0001_000119,p u5 k uo5 w o2 ɕ iɑ2 ŋ ɕ i5 ŋ tɕh i5 w u2 ts ou2  
0001_000120,n i2 x aiɜ ts. ə5 n s. i.5 kh ɑu2 l y5 ts. ou5 t ɑu5  
0001_000121,n ɑ5 n i2 tɕ iou5 l iɜ s. i.5 tɕh y5 x ə2 n yæ2 n l ə1  
0001_000122,th a5 ŋ m u2 s. i.5 k o1 x ɑu2 ʐ əɜ n t a5 n tɕh yɛ5 t u2 p oɜ ts.h əɜ ŋ j i2 n  
0001_000123,n ɑ5 n i2 tɕ iou5 s. w o5 n i2 w ei5 ts. i.5 s. əɜ n x w uəɜ n t iɛ5 n t ɑu5 l ə1  
0001_000124,s. i.5 t ə1 tɕh i2 ŋ f a2 n x aiɜ w o2 t ə1 tɕh iɛɜ n ɕ iɛ5 ɕ iɛ5  
0001_000125,ʐ uɜ k uo2 n i2 ɕ iɑ2 ŋ j ɑu5 w uəɜ n s. ə5 n n i2 tɕh y5 w uəɜ n x ɑu2 l ə1  
0001_000126,p u5 s. i.5 th ɑ5 ts. u5 ts ai5 w o5 s i̪5 t uə5 n t ə1 l ɑu2 f aɜ ŋ ts i̪1 l i2  
0001_000127,n i2 s. w o5 w o2 m ə1 n ts ai5 ts. i.5 tɕ iɑ5 k o5 j ɑu5 t ai5 s a5 n th iɛ5 n t ə1  
0001_000128,ts. o5 ɕ iɛ5 j iɛɜ n s o5 j iɛ2 p u5 th ai5 s. i.5 x oɜ n i2  
0001_000129,t uei5 p iɛɜ ʐ əɜ n m eiɜ j iou2 ərɜ t uei5 w o2 tɕ iou5 j iou2  
0001_000130,w o2 t ə1 ɕ i5 w ɑ5 ŋ s. i.5 k onɡ5 ts uo5 t ɑu5 t ɑu5 ɕ iɑ5 t ə1 n ɑ5 j i5 th iɛ5 n  
0001_000131,l i5 n s o5 k uei2 th ɑ5 m ei2 th iɛ5 n x aiɜ tɕh iɜ ts i̪5 ɕ iɜ ŋ ts.h o5 s. a5 ŋ ɕ yɛɜ  
0001_000132,s. i.5 n i2 ts uei5 tɕh iɛ5 n k w ɑ5 t ə1 n ɑ5 k o1 n y2 ʐ əɜ n  
0001_000133,s. i.5 p u5 s. i.5 j i5 ʐ aɜ n tɕ yɛɜ t ə1 w o2 x ə2 n kh o2 ai5  
0001_000134,t uo5 tɕ j ɑu5 w o2 ɕ iɛ5 t onɡ5 ɕ i5 w o2 x uei5 k ə5 ŋ tsh onɡ5 m iɜ ŋ  
0001_000135,w o2 j ɑu5 ɕ yɛɜ ɕ iɜ j i5 ɕ iɑ5 ɕ iɑ5 ŋ k w a5 n ts. i.5 s. i.1  
0001_000136,w o2 ɕ i2 x ua1 n tɕ i2 x u1 s uo2 j iou2 t ə1 ʲ yə5 n t onɡ5  
0001_000137,j iɛ2 ɕ y2 n əɜ ŋ p a5 ŋ ts. u5 n i2 p ɑ2 s. i.5 tɕh iɜ ŋ n onɡ5 tɕh i5 ŋ ts.h u1  
0001_000138,w o2 ts onɡ2 s. i.5 kh onɡ5 ts. i.5 p u5 l ə1 th ɑ5  
0001_000139,th ɑ5 m ə1 n t ə1 ph ei5 x oɜ ts. i.ɜ t ə1 w o2 m ə1 n ɕ yɛɜ ɕ iɜ  
0001_000140,w o2 j iɛ2 ts. i.5 t ɑu5 ts i̪5 tɕ i2 s. i.5 t ɑ5 ts uei2 p ɑ1  
0001_000141,n i2 kh o2 j i2 tɕh y5 w uə5 n j i5 ŋ w u2 w u2 ɑ1 j i5 ŋ w u2 w u2 x uei5 s. w o5 x w ɑ5  
0001_000142,s. i.5 ɑ1 w o2 x aiɜ s. i.5 k o1 ʐ u2 ts.h ou5 w ei5 k a5 n t ə1 ɕ j ɑu2 tɕ i5 ts. o2  
0001_000143,n y2 x aiɜ t ə1 ɕ i5 n s i̪5 n i2 p iɛɜ tsh ai5 t a5 n s. i.5 w o2 p u5 yu5 ŋ tsh ai5  
0001_000144,tɕ iɛɜ s. i.ɜ tɕ iɛ2 n f eiɜ x ə2 n th onɡ5 kh u2  
0001_000145,th i5 ŋ t ɑ5 ts i̪5 ʐ aɜ n t ə1 s. ə5 ŋ ɕ iɑ2 ŋ tɕ iou5 ɕ iɑ5 ŋ th i5 ŋ j i5 n l ə5 j i5 j iɑ5 ŋ  
0001_000146,ɕ iɛ5 n ts ai5 w o2 ʐ əɜ ŋ ʐ aɜ n j iou2 t iɛ2 n tɕ i2 n ts. a5 ŋ  
0001_000147,p u5 ts. i.5 t ɑu5 x uo5 ɕ y2 j i5 s. w ɑ5 ŋ ɕ i5 n ɕ iɛɜ  
0001_000148,j iou2 s. i.5 tɕ i5 t ə1 x a2 n w o2  
0001_000149,n i2 x ɑu2 p u5 l ai5 ə5 n ts. ə5 ŋ x ɑu2 s i̪5 t iɛ2 n  
0001_000150,ts. o5 j iɑ5 ŋ ts i̪1 p i2 tɕ j ɑu5 j iou2 tɕh y5  
0001_000151,w o2 j iɛ2 ts uei5 ɕ i2 x ua1 n n i2 p u5 j ɑu5 kh ai5 tɕh iɑ5 ŋ w o2 th ouɜ tɕ iɑ5 ŋ  
0001_000152,ɕ j ɑu2 ɕ i5 n tɕ j ɑu2 ɕ iɑ5 ʐ əɜ n ɕ iɜ ŋ t ɑu5 s. a5 ŋ j iou2 k o1 kh ə5 ŋ  
0001_000153,w o2 m ə1 n x aiɜ t ə2 ŋ s. əɜ n m o1  
0001_000154,w o2 x aiɜ p u5 x uei5 s. w o5 tɕh iɜ th ɑ5 w ai5 ʲ y2 ts. i.2 x uei5 ph u2 th onɡ5 x w ɑ5  
0001_000155,w o2 ts. i.2 t ɑ2 s ua5 n f a5 ŋ s onɡ5 j i5 ɕ iɑ5 ts i̪5 tɕ i2  
0001_000156,ts.h əɜ ŋ m əɜ ŋ j ɑu5 tɕh i2 ŋ tsh a5 n tɕ iɑ5 n i2 t ə1 x w uə5 n l i2  
0001_000157,n i2 ts. i.5 t ɑu5 j iou2 s. i.ɜ x ou5 p i5 ŋ ʐ əɜ n x uei5 p u5 tɕ iɑ2 ŋ l i2  
0001_000158,w o2 t ə1 ɕ i5 ŋ k oɜ tɕ iou5 s. i.5 l ə2 ŋ tɕ i5 ŋ p i5 ŋ tɕh iɛ2 kh o5 k w a5 n  
0001_000159,w o2 p u5 x uei5 ɕ i5 s. ə5 ŋ w o2 t ə1 tɕ iɛ5 n kh ɑ5 ŋ l aiɜ x ua5 n tɕh y2 tɕ i5 n tɕh iɛɜ n t ə1  
0001_000160,t a5 ŋ ʐ aɜ n th ɑ5 s. i.5 w o2 m ə1 n t ɑ5 ɕ yɛɜ t ə1 p a5 n ts.h ɑɜ ŋ  
0001_000161,th ɑ5 tɕ iɑ2 ŋ t ə1 ɕ j ɑu5 x w ɑ5 ʐ a5 ŋ w o2 ɕ j ɑu5 k o1 p u5 th iɜ ŋ  
0001_000162,yæɜ n l aiɜ n i2 j iɛ2 ts ai5 w ɑɜ n ts. o5 k o1  
0001_000163,w o2 x aiɜ p u5 ts. i.5 t ɑu5 n i2 ʐ ə5 n s. i.1 f uɜ l aɜ n kh o5  
0001_000164,w o2 tsh əɜ ŋ ts ai5 j i5 tɕ iɑ5 ts.h uaɜ n ʲ yə5 n k onɡ5 s i̪5 l i2 m iɛ5 n ts uo5 k uo5 l iou5 n iɛɜ n  
0001_000165,tɕh iɜ s. i.ɜ w o2 m ə1 n tɕh iɛɜ n th iɛ5 n j i2 tɕ i5 ŋ f ə5 n s. ou2 l ə1  
0001_000166,w o2 ɕ iɑ2 ŋ n ɑ5 ɕ iɛ5 j i5 ŋ k ai5 s. i.5 tsh ɑu2 m eiɜ t ə1 ts. onɡ2 ts i̪1  
0001_000167,th ai5 m j ɑu5 l ə1 w o2 ɕ iɑ2 ŋ x ua5 n j i5 ɕ iɛ5 ʐ i.5 yæɜ n  
